,0,1,2,3,4,5,6,7,8,9,10
0,,,,2018,,,,,2019,,
1,,Bloom-,911,,12-15,Bloom-,Bloom--,911,,1215,Bloom-
2,,8 WAF,WAF,,WAF,15 WAF,8 WAF,WAF,,WAF,15 WAF
3,Sunshine duration/h,427.1,78.1,,137.5,642.7,427.7,132.9,,76.4,517.6
4,Rainfall/mm,194.6,150.4,,139.0,484.0,278.7,64.1,,174.8,517.6
5,Average daily temperature/C,20.1,20.8,,22.8,20.9,21.6,24.1,,22.7,22.4
6,Average daily temperature difference/C,10.7,245.5,,383.3,9.5,12.0,312.9,,379.3,10.4
7,GDD1o,699.3,245.5,,383.3,1328.1,810.1,312.9,,379.3,1502.3
8,Daily maximum temperature/'C,31.7,29.7,,30.6,31.7,34.7,33.0,,31.1,34.7
9,Daily minimum temperature/'C,7.0,14.6,,18.5,7.0,7.7,14.0,,17.6,7.7
