,0,1,2,3,4
0,Parameter,Control,500 mg/kg bw/day,1000 mg/kg bw/day,2000 mg/kg bw/day
1,Cl (mmol/L),104.42  1.00,103.931.09,104.011.47,104.75 1.51
2,IPHS (mg/dL),11.26  0.73,11.00  1.19,10.96  1.32,11.41  0.95
3,SDH (U/L),12.93  8.58,11.66  4.66,14.64  8.97,11.25 3.45
4,TRIG (mg/dL),63.6  22.0,53.9  16.5,76.2  42.0,65.0  20.4
5,TSH (ng/mL),5.0047  0.8580,4.5183  0.3315,4.0476  0.5130 #,3.7745  0.4390 ##
6,TT3 (ng/mL),1.1256  0.0294,1.2533  0.0746 ###,1.3509  0.0942 ####,1.2416  0.0817 ###
7,TT4 (ng/mL),40.9020  2.9969,43.0894  2.3707,46.7989  2.9682 ####,44.5315  2.1342 ###
8,,,Females(31 days relative to start date,,
9,AST (U/L),87.9  10.1,81.2  11.8,98.7  26.3,100.2  26.2
10,ALT (U/L),24.0  4.4,26.6  7.4,29.1  12.5,33.9  13.5
11,ALKP (U/L),68.4 14.9,70.6  18.4,65.0  16.8,61.316.8
12,BILI (mol/L),0.066  0.013,0.070 0.022,0.0740.019,0.067 0.013
13,BUN (mmol/L),17.1  2.2,17.5  3.2,18.5  2.6,19.7  3.3
14,CREA (umol/L),0.233  0.037,0.243  0.029,0.231  0.040,0.242  0.035
15,CHOL (mmol/L),76.3  14.9,70.6  16.1,77.2  16.8,79.1  26.3
16,LDL (mmol/L),0.268  0.071,0.223  0.078,0.231  0.093,0.234  0.115
17,HDL (mmol/L),1.472  0.282,1.375  0.289,1.531  0.317,1.601  0.467
18,GLUC (mmol/L),164.5  39.4,155.5  47.4,160.3  35.5,184.4  58.6
19,TP (g/L),6.23  0.50,6.35  0.28,6.31  0.34,6.75  0.40 *
20,ALB(g/L),4.43  0.49,4.63  0.22,4.68  0.33,4.99  0.33 ***
21,GLOB (g/L),1.80  0.29,1.72  0.12,1.63  0.16,1.76  0.22
22,Ca (mg/dL),11.48  0.50,11.800.59,12.000.70,12.79  0.98 ****
23,Mg (mmol/L),1.182  0.162,1.316 0.117,1.228  0.200,1.283  0.139
24,Na (mmol/L),136.401.35,137.40  1.07,140.80  1.81 ****,141.50  1.78 ****
25,K (mmol/L),7.088  1.215,8.514  1.473,7.4372.325,7.877  1.647
26,Cl (mmol/L),100.39  1.34,101.53  1.68,103.25  1.80 ***,102.81  2.03 ***
27,IPHS (mg/dL),9.53  1.12,10.62  1.22,10.43  1.72,10.02  1.18
28,SDH (U/L),9.17  3.43,11.63  2.08,14.95  9.74,14.86  9.82
29,TRIG(mg/dL),37.8  10.4,39.2  8.4,41.8  14.7,47.0  12.8
30,TSH (ng/mL),3.94700.1790,4.36060.3872,3.75010.2724,4.00320.5661
31,TT3(ng/mL),1.2243  0.0981,1.3705  0.2550 *,1.9454  0.2898 ##,1.8470  0.4490 ##
32,TT4(ng/mL),40.52693.6993,38.36782.4368,40.55704.5737,38.54603.9566
