,0,1,2,3,4,5,6,7,8,9
0,,Treat,,Phenols,,,Flavonoids,,Anthocyanins,Anthocyanins
1,,Treat,(mgGAE/g-1),(mgGAE/g-1),(mgGAE/g-1),,mg/(EC)g1,,(mgC3G/g),(mgC3G/g)
2,,ment,Pulp,,Peel,Pulp,Peel,Peel,Pulp,Peel
3,1,,29.33 cbd,,134.00 e,1.27 e,,101.31 e,0.38 d,113.35 d c
4,2,2,35.06 cb,,143.26 de,5.04 dc,,348.25 b,2.40 b,77.88 d
5,3,,22.06 ed,,194.20 b,2.85 de,,212.63 d,1.64 cb,271.65 bac
6,4,4,21.86 ed,,165.60 dc,11.47 b,,395.29 a,3.79 a,182.99 bdc
7,5,,26.46 ced,,206.66 ba,6.30c,,209.34 d,0.76 cd,405.54 a
8,6,6,19.20 e,,185.33 bc,11.62 b,,297.61 c,0.88 cd,32.55 d
9,7,,37.60 b,,189.26 b,15.55 a,,240.54 d,1.64 cb,294.72 ba
10,8,,31.20 cb,,146.06 de,6.14 c,,302.16 c,1.39 c,178.57 bdc
11,9,,54.26 a,,217.93 a,11.47 b,,233.80 d,3.41 a,406.08 a
