,0,1,2,3,4
0,Examined,Control,500 mg/kg,1000 mg/kg,2000 mg/kg
1,Organ,Control,bw/day,bw/day,bw/day
2,,,Males,,
3,Adrenal,0.17620.0382,0.16340.0304,0.15170.0190,0.15980.0237
4,Brain,5.3490.340,5.5600.331,5.6420.530,5.5720.587
5,Epididymides,3.01200.3136,2.84840.2118,2.8634  0.2975,2.7076  0.4264
6,Heart,3.2090.132,3.294 0.174,3.3320.339,3.5360.418
7,Kidneys,6.876  0.363,6.9070.581,6.630 0.449,7.198 0.709
8,Liver,30.1363.144,29.114 2.377,28.2512.635,29.747 2.674
9,Spleen,1.8160.346,1.9100.115,1.9800.131,1.9240.253
10,Testes,8.8300.767,8.4101.084,8.513 1.189,7.9541.430
11,Thymus,1.20510.3112,1.20670.2922,1.04060.2464,1.13770.3418
12,,,Females,,
13,Adrenal,0.29600.0609,0.2918  0.0659,0.2623  0.0645,0.29540.0461
14,Brain,7.974 0.829,7.879  0.589,8.207  0.852,8.3160.551
15,Heart,3.4470.157,3.3980.185,3.487  0.194,3.427  0.230
16,Kidneys,7.1460.442,7.1720.424,7.479 0.474,7.958  0.685 **
17,Liver,31.4822.031,32.1162.625,32.139 3.048,33.7882.547
18,oviducts,0.53720.1020,0.50950.1322,0.5038 0.0484,0.54200.0642
19,Spleen,2.1420.273,2.224  0.347,2.1110.167,2.269  0.496
20,Thymus,1.53720.3758,1.81180.3828,1.69910.2574,1.61890.3721
21,Uterus,1.9660.387,2.1120.607,2.409 0.896,2.8450.910*
