,0,1,2,3,4,5,6,7,8,9,10,11
0,ge(yrs,No.,MeanSE(ng/mL,,,,,Percentile,,,,
1,,,,2.5,5,10,25,50,75,90,95,97.5
2,otal,"2,697",6.60.1,2.3,2.6,3.0,4.1,5.8,8.3,11.3,13.3,14.8
3,Males,,,,,,,,,,,
4,10-11,65,8.00.4,3.4,3.8,4.3,5.2,7.9,10.2,10.6,12.0,13.1
5,12-14,118,6.30.3,2.4,2.4,3.3,4.3,6.0,7.3,9.3,11.9,13.2
6,15-18,160,4.70.2,1.9,2.0,2.4,3.1,4.0,5.3,7.7,8.6,11.3
7,19-29,239,4.60.2,1.9,2.1,2.4,3.0,3.8,5.6,7.9,8.9,9.9
8,30-49,438,6.00.2,2.4,2.6,2.9,3.8,5.4,7.2,9.9,12.2,13.1
9,50-64,206,6.70.2,2.7,3.0,3.4,4.5,5.8,8.0,10.8,12.0,14.1
10,65-74,55,7.10.6,1.9,2.2,3.6,4.2,6.2,9.2,11.9,13.6,14.6
11,75+,18,5.30.6,2.4,2.6,2.8,3.3,3.7,6.8,9.5,9.9,10.2
12,emales,,,,,,,,,,,
13,10-11,66,7.40.4,3.4,3.8,4.6,5.5,7.1,8.8,10.5,12.4,13.3
14,12-14,102,7.10.4,2.7,3.2,3.4,4.4,6.2,8.9,11.9,13.6,14.3
15,15-18,119,6.10.3,2.3,2.5,3.0,4.2,5.6,7.5,9.8,11.7,13.2
16,19-29,263,6.30.2,2.7,3.0,3.3,4.2,5.5,7.6,10.1,12.3,13.6
17,30-49,565,8.00.2,2.9,3.6,4.1,5.4,7.3,10.0,13.0,14.7,15.6
18,50-64,222,9.10.3,3.3,3.7,4.7,6.7,8.6,11.4,13.6,15.2,16.5
19,65-74,17,11.81.1,5.0,5.1,5.6,8.8,12.3,14.3,15.4,15.9,16.2
20,75+,8,7.50.7,3.3,3.3,3.7,5.5,7.0,7.4,9.4,10.7,13.1
21,Pregnancy,13,13.60.8,8.4,8.4,8.4,11.8,14.0,15.2,16.2,16.3,16.3
22,actation,23,11.31.0,4.2,4.4,5.1,8.3,11.5,14.1,16.8,18.0,18.5
