,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0,,,,,,,,Months of Harvest,Months of Harvest,Months of Harvest,,,,,,,,
1,,,May,,,June,,,July,,,August,,,September,,,
2,Volatile,,,,,,,,,,,,,,,,,OT in Oil
3,Compounds,FrO,,FzO,FrO,,FzO,FrO,,FzO,FrO,,FzO,FrO,,FzO,Sensory Atributes,(mg/kg)
4,(mg/kg),,,,,,,,,,,,,,,,,(mg/kg)
5,Ethanol,6.61  4.64Aa,,1.47  0.45Ba,0.51  0.03Ab,,0.81  0.06Ba,1.04  0.50Ab,,3.04  1.64Bbc,2.46  0.41Ab,3.77  0.5gBc,3.77  0.5gBc,1.87  0.30Ab,2.78  0.75Bb,2.78  0.75Bb,"Apple,sweet",30
6,Ethylpropanoate,0.14  0.02Aa,,0.08  0.01Ba,0.09  0.00Ab,,0.08  0.00Ba,0.08  0.01Ac,,0.08 0.01Aa,0.08  0.01Ac,0.07  0.01Ab,0.07  0.01Ab,0.07  0.00Ac,0.06 0.00Bb,0.06 0.00Bb,fruity,0.10
7,Pentanal,0.09  0.02Aa,,0.08  0.01Aa,0.25 0.04Ab,,0.170.08Bb,0.15  0.02Ac,0.080.01Bac,0.080.01Bac,0.12  0.02Ad,0.06  0.03Ba,0.06  0.03Ba,0.16  0.02Ac,0.13 0.07Bbc,0.13 0.07Bbc,"Woody,bitter,oily",0.24
8, pentan-2-one,0.09  0.01Aa,,0.07 0.01Ba,0.10  0.00Ab,,0.06  0.00Ba,0.09 0.01Ac,,0.04  0.01Bb,0.06  0.00Ad,0.03  0.01Bb,0.03  0.01Bb,0.05  0.00Ae,0.04  0.00Bb,0.04  0.00Bb,"sweet,ethereal",0.30
9,Ethyl,0.03  0.01Aa,,0.02  0.00Ba,0.02  0.01Ab,,0.02  0.00Aa,0.01  0.00Ab,,0.02 0.01Ba,0.02  0.01Ab,,0.02  0.00Aa,0.02  0.00Ab,,0.02  0.00Aa,Fruity,0.72
10,2-methylbutyrate,0.03  0.01Aa,,0.02  0.00Ba,0.02  0.01Ab,,0.02  0.00Aa,0.01  0.00Ab,,0.02 0.01Ba,0.02  0.01Ab,,0.02  0.00Aa,0.02  0.00Ab,0.02  0.00Aa,0.02  0.00Aa,Fruity,0.72
11,Butylacetate,0.07  0.01Aa,,0.04  0.01Ba,0.06  0.00Aa,,0.05  0.00Ab,0.07 0.01Aa,,0.04 0.01Bad,0.05  0.00Ab,,0.03  0.00Bc,0.04  0.00Ac,0.03  0.00Bcd,0.03  0.00Bcd,"Green, fruity,",0.10
12,Butylacetate,0.07  0.01Aa,,0.04  0.01Ba,0.06  0.00Aa,,0.05  0.00Ab,0.07 0.01Aa,,0.04 0.01Bad,0.05  0.00Ab,,0.03  0.00Bc,0.04  0.00Ac,,0.03  0.00Bcd,"pungent, sweet",0.10
