,0,1,2,3,4
0,HAU,Deep,Shallow,Zero,Mean
1,Traffic and tillage 0-100 mm,Traffic and tillage 0-100 mm,Traffic and tillage 0-100 mm,,
2,No traffic,0.971,1.099,0.994,1.05gb
3,LP,1.351,1.625,1.230,1.401a
4,CP,1.661,1.444,1.282,1.462a
5,P<0.01,,,,
6,Traffic and tillage 100-200 mm,Traffic and tillage 100-200 mm,Traffic and tillage 100-200 mm,,
7,No traffic,1.079,1.406,1.353,1.279b
8,LP,1.389,1.509,1.552,1.483a
9,CP,1.637,1.437,1.583,1.553a
10,P<0.01,,,,
11,Traffic and tillage 200300 mm,Traffic and tillage 200300 mm,Traffic and tillage 200300 mm,,
12,No traffic,1.429,1.466,1.404,1.433
13,LP,1.593,1.787,1.619,1.666
14,CP,1.537,1.548,1.548,1.544
15,P>0.05,,,,
