,0,1,2,3,4,5,6,7
0,Cereals and millets,,,,,Parameters,,
1,Cereals and millets,Moisture (g),Protein (g),Fat (g),Ash (g),Carbohydrate (g),Energy (KJ),Total dietary fiber (g)
2,Kodo millet,14.23,8.92,2.55,1.72,66.19,1388,6.39
3,Kutki/Little millet,11.36,10.13,3.89,1.34,65.55,1449,7.72
4,Proso millet,11.9,12.5,1.1,1.9,70.4,341 (Kcal),0
5,Finger millet,13.1,7.3,1.3,2.7,72,328 (Kcal),11.5
6,Foxtail millet,11.2,12.3,4.3,3.3,60.9,331 (Kcal),2.4
7,Barnyard millet,11.9,6.2,2.2,4.4,65.5,307 (Kcal),1.98
8,Pearl millet,12.4,11.6,5,2.3,67.5,361 (Kcal),11.3
9,Whole wheat flour,11.1,10.57,1.53,1.28,64.14,1340,11.36
10,Rice (raw) milled,9.93,7.94,0.25,0.56,78.24,1491,2.81
