,0,1,2,3,4,5,6,7
0,Food Group,Food Group,Each Food Group,,Vitamin K2 Intake from Each,,Total Vitamin K Intake from,Total Vitamin K Intake from
1,Food Group,Intake (g/Day),(g/Day),,(g/Day),,Each Food Group(ug/Day),
2,,Mean  SD,MeanSD,%,Mean SD,%,MeanSD,%
3,Potatoes,88.0  58.4,1.88  1.23,1.0,0.00  0.00,0.0,1.88  1.23,0.4
4,Eggs,24.5  20.7,1.00  0.85,0.5,0.11  0.09,0.0,1.11  0.94,0.3
5,Red meat,32.9  17.5,1.74  1.05,0.9,20.08  10.65,8.5,21.82  11.56,5.0
6,Processed meat,70.3  35.7,0.48  0.36,0.2,105.7358.78,44.7,106.2258.98,24.5
7,Low-fat poultry,7.4  10.6,0.01  0.02,0.0,0.80 1.16,0.3,0.81 1.16,0.2
8,High-fat poultry,65.7  39.0,6.08  4.40,3.1,12.16  7.37,5.1,18.24  10.41,4.2
9,Fish,18.0  9.8,0.140.09,0.1,0.030.02,0.0,0.170.09,0.0
10,Unrefined grains,78.6  67.3,0.62  0.54,0.3,0.21  0.48,0.1,0.84  0.89,0.2
11,Refined grains,129.9  66.4,6.22  4.68,3.2,0.00  0.00,0.0,6.22  4.68,1.4
12,Mixed dishes,38.2  19.4,6.47  3.67,3.3,3.34  2.03,1.4,9.81  5.46,2.3
13,Soups,258.5  111.5,17.22  10.92,8.8,4.08  2.88,1.7,21.30  12.30,4.9
14,Alcohol,49.9  104.3,0.03  0.06,0.0,0.000.00,0.0,0.03  0.06,0.0
15,Sweets,76.2  45.0,4.34  2.72,2.2,0.17  0.26,0.1,4.51  2.79,1.0
16,Beverages,198.9  329.8,0.48  0.72,0.2,0.00  0.00,0.0,0.48  0.72,0.1
17,Sugar and honey,27.1  18.3,0.00  0.00,0.0,0.00  0.00,0.0,0.00  0.00,0.0
18,"Nuts,seeds,raisins",13.6  25.6,1.12  2.31,0.6,0.00  0.00,0.0,1.12  2.31,0.3
19,Fruits,289.9  203.5,6.78  6.67,3.5,0.000.00,0.0,6.78  6.67,1.6
20,Juices,193.1  156.6,3.81  6.45,1.9,0.000.00,0.0,3.81  6.45,0.9
21,Vegetables,308.6  174.7,111.0392.15,56.6,2.14  1.72,0.9,113.1792.77,26.1
22,Tea and coffee,1127.0435.7,0.40  0.28,0.2,0.00  0.00,0.0,0.40  0.28,0.1
23,Animal fats,23.3  19.9,0.98  0.90,0.5,6.56  5.28,2.8,7.54  6.03,1.7
24,mayonnaises,11.0  7.7,16.02  11.60,8.2,0.07  0.11,0.0,16.09  11.68,3.7
25,Total,,196.24  105.87,100.0,236.53  85.21,100.0,432.77  151.87,100.0
