,0,1,2,3,4,5,6,7,8,9,10,11
0,,2010,2011,2012,2013,2014,2015,2016,2017,2018b,2019c,2020c
1,Dollar value of exports,,,,,,,,,,,
2,World,19.3,18.7,1.6,2.7,1.9,-10.9,-1.6,10.2,7.8,5.3,7.1
3,Developed economies,14.1,15.4,-1.5,3.3,3.1,9.6,0.2,8.2,7.5,4.4,6.7
4,North America,17.4,14.3,3.6,3.0,3.8,-6.2,-2.3,6.2,7.2,5.1,6.2
5,Europe,10.8,16.4,-3.0,5.0,3.1,-10.4,0.6,8.6,7.6,4.2,6.8
6,Developed Asia and Pacific,31.0,11.6,-2.3,-6.6,1.8,-11.8,3.3,10.4,7.0,3.8,6.9
7,Economies in transition,27.6,30.3,3.2,-0.4,-5.7,28.6,-11.6,21.7,17.8,7.7,7.4
8,South-Eastern Europe,14.1,21.3,6.2,15.5,4.0,-10.4,9.4,15.3,11.3,4.6,6.9
9,Commonwealth of Independent States,,,,,,,,,,,
10,and Georgiad,28.2,30.6,3.6,-0.9,-6.1,-29.3,-12.7,22.1,18.2,7.9,7.5
11,Developing economies,26.6,22.2,5.5,2.3,1.1,-11.1,-3.3,12.2,7.5,6.2,7.6
12,Latin America and the Caribbean,31.3,17.9,1.9,-0.1,-2.2,-10.4,2.2,19.3,4.9,3.3,4.8
13,Africa,26.7,15.5,7.9,-10.2,-4.1,-26.6,-7.9,15.1,18.7,7.6,8.2
14,East Asia,27.2,20.7,5.0,5.1,4.1,-6.1,-3.8,10.2,5.4,6.0,8.1
15,South Asia,25.9,24.1,0.8,3.7,-4.1,-11.6,1.4,13.9,9.1,9.5,7.1
16,Western Asia,20.0,35.7,11.2,0.7,-2.5,-23.6,-6.5,12.5,14.6,8.0,7.9
17,Dollar value of imports,,,,,,,,,,,
18,World,18.7,18.9,1.3,2.7,2.2,-7.8,-1.6,9.0,3.2,6.4,7.7
19,Developed economies,14.5,16.2,-1.9,1.6,2.9,9.9,-0.5,8.0,6.5,6.6,7.8
20,North America,19.7,13.6,3.0,0.1,3.4,-4.3,-2.0,7.0,8.2,6.2,7.5
21,Europe,11.1,16.2,-5.1,3.6,2.9,-11.2,0.8,8.3,5.4,6.9,8.2
22,Developed Asia and Pacific,24.0,22.9,5.3,-5.4,1.5,-16.8,-4.5,9.4,8.9,5.9,6.1
23,Economies in transition,22.3,26.9,8.5,3.3,-9.1,-28.2,-4.8,19.3,7.6,6.4,7.6
24,South-Eastern Europe,2.3,20.0,6.6,4.8,4.1,-14.1,5.4,14.1,8.4,9.8,10.8
25,Commonwealth of Independent States,,,,,,-29.2,,,,,
26,and Georgiad,24.2,27.4,9.6,3.2,9.9,-29.2,5.8,19.8,7.5,6.1,7.2
27,Developing economies,25.6,22.4,5.4,4.2,2.4,-3.3,-2.8,9.7,-1.2,6.1,7.4
28,Latin America and the Caribbean,27.6,20.0,5.7,4.9,2.9,35.4,-1.9,3.1,-33.9,5.5,6.8
29,Africa,11.1,15.4,3.4,5.3,1.5,-15.5,-7.2,8.3,9.8,5.9,7.5
30,East Asia,31.5,24.3,4.9,4.9,2.9,-10.2,-2.3,12.6,6.9,6.1,7.8
31,South Asia,21.7,24.8,6.3,-3.3,-3.7,-9.8,-0.4,16.4,11.2,10.6,10.5
32,Western Asia,13.7,19.9,7.6,5.2,4.0,-7.6,-5.4,5.5,3.2,3.6,3.7
33,Volume of exports,,,,,,,,,,,
34,World,11.8,6.9,3.3,3.4,4.0,3.0,2.6,5.1,3.9,3.8,3.9
35,Developed economies,11.4,5.6,2.3,2.8,4.5,4.7,2.5,4.5,3.5,3.8,3.6
36, North America,10.8,6.4,3.3,3.3,4.6,1.2,0.1,2.6,4.1,2.8,3.2
37,Europe,10.4,6.3,2.1,2.8,3.9,6.0,3.2,4.9,3.2,4.1,3.6
38,Developed Asia and Pacific,18.8,-0.1,1.3,2.0,8.4,3.9,3.0,5.7,4.3,3.6,4.4
39,Economies in transition,6.4,2.6,1.2,2.7,-0.5,1.7,2.5,5.3,3.9,3.6,3.7
40,South-Eastern Europe,15.9,7.1,0.7,12.9,6.2,8.0,11.0,9.6,4.6,4.3,4.2
41,Commonwealth of Independent States,,,,,,,,,,,
42,and Georgiad,6.1,2.5,1.2,2.4,-0.7,1.4,2.1,5.1,3.9,3.6,3.7
