,0,1
0,Keyword,Frequency
1,SW (semantic web),1004
2,Ontology,784
3,Interoperability,443
4,SI (semantics interoperability),239
5,RDF (resource description framework,200
6,Linked data,195
7,IoT (Internet of Things),184
8,WS(web services),144
9,OWL (ontology web language),142
10,SWS (semantic web services),136
11,Semantics,100
12,Metadata,98
13,SOA(service-oriented architecture),73
14,LOD (linked open data),66
15,Data integration,64
16,SPARQL (simple protocol and RDF query language),60
17,Semantic web technology,59
18,XML (extensive markup language),57
19,MAS (multi-agent systems),54
20,KM (knowledge management),53
