,0,1,2,3,4,5,6,7
0,,,,Quintile of Dietary Magnesium Intake (mg/day),Quintile of Dietary Magnesium Intake (mg/day),Quintile of Dietary Magnesium Intake (mg/day),,
1,,Q1,Q2,Q3,,Q4,Q5,p trend
2,,,,,Metabolic syndrome a,,,
3,Median (mg/day),202.82,242.35,271.36,,305.33,370.72,
4,Model1,1.00 (ref,"0.77(0.67,0.90)*","0.74(0.64, 0.85)*",,"0.81 (0.70, 0.93)*","0.91 (0.79, 1.04)",0.96
5, Model 2,1.00 (ref),"0.79 (0.68, 0.91) *","0.76 (0.65, 0.88)*",,"0.84 (0.72, 0.96) *","0.95 (0.82,1.09)",0.60
6,Model 3,1.00(ref),"0.76 (0.65, 0.88) *","0.72 (0.62, 0.82) *",,"0.79 (0.68, 0.92) *","0.92 (0.78,1.09)",0.86
7,Model 4,1.00 (ref),"0.75 (0.64, 0.88) *","0.69 (0.59, 0.80) *",,"0.76 (0.65, 0.88) *","0.84 (0.71, 0.99) *",0.32
8,,,,,Central obesity b,,,
9,Median(mg/day),195.81,238.45,268.15,,304.03,369.22,
10,Model1,1.00 (ref,"0.80 (0.69, 0.93) *","0.65 (0.56, 0.75) *",,"0.70(0.61,0.81)*","0.89 (0.77,1.02)",0.13
11,Model 2,1.00 (ref),"0.80 (0.69, 0.93) *","0.66(0.57,0.77)*",,"0.70(0.60,0.81)*","0.89 (0.77,1.02)",0.12
12,Model3,1.00 (ref),"0.77(0.66, 0.90)*","0.63(0.54,0.74)*",,"0.66(0.57,0.78)*","0.88 (0.74,1.04",0.07
13,Model 4,1.00 (ref),"0.80 (0.68, 0.94)*","0.64(0.54,0.75*",,"0.65(0.55,0.77*","0.82 (0.69, 0.98) *",<0.05
14,,,,,Elevated TG c,,,
15,Median(mg/day),194.14,236.18,265.51,,300.72,365.54,
16,Model1,1.00 (ref,"0.70 (0.61, 0.80)*","0.57 (0.50, 0.65)*",,"0.57(0.50, 0.65)*","0.66(0.58, 0.75)*",<0.05
17,Model 2,1.00 (ref),"0.71 (0.62, 0.81) *","0.59(0.51,0.67)*",,"0.58 (0.50, 0.66) *","0.67(0.59,0.77)*",<0.05
18,Model 3,1.00 (ref),"0.66 (0.58, 0.75) *","0.54(0.47,0.62)*",,"0.52(0.45,0.59)*","0.60(0.51,0.70)*",<0.05
19,Model 4,1.00 (ref),"0.67 (0.59,0.77)*","0.56 (0.49, 0.65)*",,"0.52 (0.45, 0.60) *","0.59(0.51,0.70)*",<0.05
20,,,,,Decreased HDL-C d,,,
21,Median (mg/day),202.89,243.64,273.21,,307.60,371.13,
22,Model 1,1.00(ref),"0.93 (0.79,1.10)","0.78 (0.66, 0.92) *",,"0.97 (0.82,1.13)","1.11 (0.95,1.30)",<0.05
23,Model 2,1.00 (ref),"0.94 (0.79,1.11)","0.78 (0.66, 0.92) *",,"0.96 (0.82,1.13)","1.12 (0.95,1.31)",<0.05
24,Model3,1.00 (ref),"0.93 (0.78,1.10)","0.77 (0.65, 0.92)*",,"0.98 (0.82,1.16)","1.23(1.03,1.48) *",<0.05
25,Model 4,1.00 (ref),"0.91 (0.76,1.09)","0.77 (0.65, 0.93) *",,"0.96 (0.80,1.14)","1.21(1.00,1.47) *",<0.05
26,,,,,Elevated BP e,,,
27,Median(mg/day),196.72,238.93,269.01,,304.21,365.07,
28,Model1,1.00 (ref),"0.73(0,64, 0.84) *","0.71 (0.62, 0.81) *",,"0.72 (0.64, 0.82)*","0.83 (0.73,0.94)*",0.10
29,Model 2,1.00(ref,"0.74 (0.64, 0.84) *","0.71 (0.62, 0.81) *",,"0.72 (0.63, 0.82) *","0.83 (0.73, 0.94)*",0.10
30,Model 3,1.00 (ref),"0.71 (0.62, 0.82)*","0.68 (0.59, 0.78) *",,"0.69 (0.60, 0.79) *","0.83 (0.71, 0.96) *",0.16
31,Model 4,1.00 (ref),"0.72 (0.63, 0.83)*","0.67(0.58, 0.77)*",,"0.70 (0.61, 0.81) *","0.80 (0.69, 0.94)*",0.08
32,,,,,Elevated FPG f,,,
33,Median (mg/day),195.46,237.58,267.21,,303.01,366.81,
34,Model 1,1.00 (ref),"0.71 (0.63, 0.80) *","0.56(0.50,0.63)*",,"0.570.51,0.64*","0.63(0.56,0.70)*",<0.05
35,Model 2,1.00 (ref),"0.73 (0.64, 0.82) *","0.57 (0.51,0.65*",,"0.58(0.51,0.65*","0.64 (0.57, 0.72)*",<0.05
36,Model 3,1.00 (ref),"0.68 (0.60, 0.77) *","0.53 (0.47, 0.60)*",,"0.52(0.46, 0.60)*","0.60 (0.52, 0.69)*",<0.05
37,Model 4,1.00(ref,"0.68 (0.60, 0.77) *","0.53 (0.46, 0.60) *",,"0.51(0.45,0.58)*","0.58 (0.50, 0.67) *",<0.05
