,0,1,2,3,4
0,Characteristics,59 years,,10-19 years,
1,,VAD % (95% CI),,VAD % (95% CI),
2,,Unadjusted for,Adjusted for,Unadjusted for,Adjusted for
3,,inflammation,inflammation*,inflammation,inflamma-
4,,,,,tion*
5,Residence,,,,
6,Urban,22.2a,19.5a,15.4a,13.2a
7,,(18.226.9),(18.420.7),(12.518.9),(12.414.1)
8,Rural,21.3a,19.3a,16.1a,14.8b
9,,(17.925.1),(18.619.9),(12.121.2),(14.215.3)
10,Currently in school,,,,
11,Yes,21.7a,18.8a,16.4a,14.6a
12,,(18.824.9),(14.723.7),(13.819.3),(14.015.1)
13,No,19.3a,26.7b,13.8a,13.8a
14,,(13.227.3),(24.029.5),(10.018.7),(12.814.9)
15,Mother's Schooling,,,,
16,Primary,23.6a,16.2a,17.3a,8.1a
17,,(19.927.8),(14.618.0),(10.427.4),(7.09.2)
18,Secondary,19.6a,14.8a,15.9a,11.7b
19,,(16.623.0),(14.115.6),(12.320.3),(11.012.4)
20,Higher secondary,19.5a,14.6a,8.8a,4.7bc
21,,(14.326.0),(12.916.5),(5.114.7),(3.95.7)
22,Graduate and above,17.3a,13.3a,13.3a,7.gad
23,,(12.323.8),11.515.2),(8.919.3),(6.29.9)
24,Father's Occupation,,,,
25,Professional,22.7a,(19.022.8),17.6a,19.5a
26,,(16.730.2),(19.022.8),(9.829.7),(17.921.2)
27,Sales and services,19.6a,19.0a,13.2a,12.0b
28,,(16.523.0),(18.020.1),(10.616.3),(11.212.8)
29,"Manual, Agriculture",21.0a,19.1a,15.0a,14.3 bc
30,,(18.024.4),(18.419.9),(12.218.3),(13.615.0)
31,Others,26.0a,20.0a,19.9a,16.1bd
32,,(19.733.5),(18.221.8),(13.528.4),(14.717.6)
33,Wealth Index,,,,
34,Poorest,28.2a,26.7a,16.9a,17.3a
35,,(22.035.4),(25.128.3),(14.020.1),(16.018.5)
36,Poor,22.8ab,22.7b,10.2a,17.8a
37,,(17.928.6),(21.424.1),(6.216.3),(16.719.0)
38,Middle,21.2ab,16.5bc,9.7a,13.3b
39,,(16.726.4),(15.417.6),(5.616.3),(12.314.3)
40,Rich,19.gab,17.1bc,12.4a,12.5b
41,,(16.024.1),(15.918.2),(8.218.4),(11.613.5)
42,Richest,15.9b,14.7bc,17.6a,11.4b
43,,(12.819.5),(13.615.8),(4.847.5),(10.512.3)
44,Drinking water source,,,,
45,Piped and Improved,21.8a,19.5a,15.9a,14.6a
46,,(18.725.3),(18.920.2),(13.219.0),(14.015.1)
47,Non-piped and Improved,21.0a,18.7a,12.6a,11.7b
48,,(15.427.9),(16.920.7),(9.217.1),(10.413.2)
49,Unimproved,18.6a,19.0a,15.3a,15.2ab
50,,(12.327.1),(16.321.9),(9.423.8),(12.817.9)
51,Hand washing,,,,
52,Basic,21.7a,17.9a,14.ga,13.0a
53,,(18.325.4),(17.118.7),(12.217.9),(12.413.6)
54,Limited,19.8a,16.7a,18.4a,17.0b
55,,(16.523.6),(15.817.7),(14.323.2),(16.118.1)
