,0,1,2,3,4,5,6
0,,Pearson's,,,,,
1,,Crude intake,P-value,Energy-adjusted intake,P-value,Percentage of intake,P-value
2,Total,,,,,,
3,Energy (kcal),0.39,<0.0001,,,,
4,Protein (g),0.37,<0.0001,0.40,<0.0001,,
5,Fat (g),0.41,<0.0001,0.41,<0.0001,-,
6,Saturated fat (g),0.42,<0.0001,0.41,<0.0001,-,
7,Carbohydrate (g),0.37,<0.0001,0.47,<0.0001,-,
8,Fibre (g),0.38,<0.0001,0.43,<0.0001,-,
9,Na (mg),0.33,<0.0001,0.29,<0.0001,,
10,Average,0.38,,0.40,,,
11,MPF,,,,,,
12,Energy (kcal),0.34,<0.0001,,,0.32,<0.0001
13,Protein (g),0.25,<0.0001,0.20,<0.0001,0.11,<0.0001
14,Fat (g),0.18,<0.0001,0.15,<0.0001,0.16,<0.0001
15,Saturated fat (g),0.21,<0.0001,0.18,<0.0001,0.16,<0.0001
16,Carbohydrate (g),0.36,<0.0001,0.39,<0.0001,0.36,<0.0001
17,Fibre (g),0.26,<0.0001,0.33,<0.0001,0.09,<0.0001
18,Na (mg),0.13,<0.0001,0.08,0.0003,0.09,<0.0001
19,Average,0.25,,0.22,,0.22,
20,PCI,,,,,,
21,Energy (kcal),0.02,0.450,,,-0.02,0.420
22,Protein (g),0.02,0.282,0.07,0.010,0.08,0.115
23,Fat (g),0.002,0.932,0.02,0.853,-0.01,0.598
24,Saturated fat (g),0.01,0.823,0.03,0.452,0.02,0.598
25,Carbohydrate (g),0.03,0.257,0.05,0.045,0.05,0.166
26,Fibre (g),-0.03,0.205,0.02,0.625,-0.01,0.004
27,Na (mg),0.04,0.096,0.04,0.083,-0.01,0.703
28,Average,0.02,,0.04,,0.05,
29,PF,,,,,,
30,Energy (kcal),0.18,<0.0001,,,0.06,0.018
31,Protein (g),0.16,<0.0001,0.11,<0.0001,0.04,0.036
32,Fat (g),0.15,<0.0001,0.12,<0.0001,0.08,0.001
33,Saturated fat (g),0.17,<0.0001,0.13,<0.0001,0.05,0.003
34,Carbohydrate (g),0.16,<0.0001,0-11,<0.0001,0.05,0.021
35,Fibre (g),0.18,<0.0001,0.23,<0.0001,0.24,<0.0001
36,Na (mg),0.30,<0.0001,0.29,<0.0001,0.25,<0.0001
37,Average,0.18,,0.17,,0.11,
38,UPF,,,,,,
39,Energy (kcal),0.35,<0.0001,,,0.34,<0.0001
40,Protein (g),0.28,<0.0001,0.26,<0.0001,0.25,<0.0001
41,Fat (g),0.27,<0.0001,0.27,<0.0001,0.28,<0.0001
42,Saturated fat (g),0.24,<0.0001,0.25,<0.0001,0.25,<0.0001
43,Carbohydrate (g),0.34,<0.0001,0.34,<0.0001,0.37,<0.0001
44,Fibre (g),0.18,<0.0001,0.18,<0.0001,0.35,<0.0001
45,Na (mg),0.29,<0.0001,0.26,<0.0001,0.28,<0.0001
46,Average,0.28,,0.26,,0.30,
