,0,1,2,3,4
0,Demographic characteristics,Total,Boys,Girls,Pvalue
1,,N (%),N (%),N (%),
2,Grade,803,,,0.59
3,fifth,413(51.6),220(53.3),193(46.7),
4,sixth,390(48.4),199(51.1),191(48.9),
5,Birth order,801,,,0.67
6,<2,439(54.8),232(55.5),207(54),
7, 2,362(45.2),186(44.5),176(46),
8,Father age tertile (year),793,,,0.11
9,T1:30-40,210(26.5),121(29.3),89(23.4),
10,T2:41-45,485(61.2),236(57.1),249(65.5),
11,T3: 46,98(12.3),56(13.6),42(11.1),
12,Mother age tertile (year):,797,,,0.44
13,T1:23-35,25(3.1),11(2.7),14(3.7),
14,T2:36-40,502(63),263(63.5),239(62.4),
15,T3:41,270(33.9),140(33.8),130(33.9),
16,Ethnicity,801,,,0.18
17,Fars,442(55.2),217(51.8),225(58.9),
18,Azeri,230(28.7),128(30.5),102(26.7),
19,Fars-Azeri,48(6),25(6),23(6),
20,Other,81(10.1),49(11.7),32 (8.3),
21,School type,803,,,0.59
22,Public,693(86.3),359(85.7),334(87.3),
23,private,110(13.7),60(14.3),50(13),
24,Family size,800,,,0.77
25,3,161(20.1),82(19.6),79(20.7),
26,4,467(58.4),249(59.6),218(57.1),
27,5,172(21.5),87(20.8),85(17.8),
28,Father education,792,,,<0.001*
29,illiterate to5years,85(10.7),64(15.5),21(5.5),
30,6-9years up to diploma,398(50.3),210(50.8),188(49.6),
31,associate's degree or higher,309(39),139(33.7),170(44.3),
32,Mother education,797,,,0.22
33,illiterate up to5years,87(10.9),52(12.6),35(9.1),
34,6-9years up to diploma,463(58.1),241(58.2),222(58),
35,associate's degree or higher,247(31),121(29.2),126(32.9),
36,Father job position,790,,,<0.001*
37,Worker,106(13.4),69(17),37(9.9),
38,Employee/clerk,327(41.4),142(34.9),185(49.6),
39,high rank employee/clerk,140(17.7),88(21.6),52(13.9),
40,Retired,20(2.5),11(2.7),9(2.4),
41,self-manager,187(23.7),97(23.8),90(24.1),
42,Unemployed,10(1.3),4(1),6(1.6),
43,Mother employment,797,,,0.83
44,Working,633(79.4),330(79.7),303(79.1),
45,Housewife,164(20.6),84(20.3),80(20.9),
46,Other income source of family members,789,,,0.98
47,No,742(94),388(92.6),354(92.4),
48,Yes,47(6),24(5.7),23(6),
49,House ownership status,802,,,0.005*
