,0,1,2,3,4,5
0,,,,,Daily Nutrients,Students Met
1,Nutrients,Men,Women,All,Intake from Canteen,the RDA ** (%)
2,,,,,Meals (%) *,
3,Energy (kcal),1693.3348.5,1393.0294.2,1558.7357.9,24.2,0.0
4,Protein (g),49.4  11.6,40.9  7.2,45.6 10.7,21.4,11.5
5,Fat(g),51.7 13.7,50.114.3,51.014.0,24.2,3.8
6,Carbohydrate (g),245.5  52.8,186.5  37.4,219.1 55.0,24.4,0.0
7,Fiber(g),9.3  4.1,7.2  2.5,8.4  3.6,20.6,0.0
8,Sodium (mg),2536.1  912.2,1922.7  623.8,2261.1852.4,23.4,96.2
9,Potassium (mg),1250.3  387.7,1068.5  277.9,1168.8  354.6,21.2,0.0
10,Calcium (mg),219.5  99.0,221.0  104.2,220.2  101.4,20.7,0.0
11,Magnesium (mg),132.5  49.6,110.9 34.6,122.8  44.8,24.1,0.0
12,Phosphorus (mg),618.3163.3,526.8  131.3,577.3 156.5,23.0,23.1
13,Iron (mg),4.7  1.2,3.6  0.9,4.2  1.2,23.8,0.0
14,Zinc (mg),6.2  1.4,4.5  1.1,5.41.5,24.7,0.0
15,Copper (mg),0.8  0.2,0.6 0.1,0.7 0.2,28.2,0.0
16,Manganese(mg),2.2  0.5,1.6  0.5,1.9  0.6,28.1,38.5
17,Vitamin A (g),269.4187.9,249.1 157.1,260.3 175,17.6,7.7
18,Vitamin D (g),1.9  1.6,2.0  2.4,2.0  2.0,21.4,0.0
19,Vitamin E (mg),5.6  1.7,5.2  1.0,5.4  1.4,25.2,0.0
20,Vitamin K (g),91.6  25.4,79.2  24.6,86.0  25.8,23.7,88.5
21,Vitamin B(mg,0.4 0.1,0.3 0.1,0.3 0.1,28.4,0.0
22,Vitamin B2 (mg),0.6 0.1,0.5 0.1,0.5  0.1,27.0,0.0
23,Niacin (mg),8.1  2.6,6.9  1.7,7.6  2.3,19.9,0.0
24,Vitamin B6 (mg),0.60.1,0.50.1,0.60.1,22.3,0.0
25,Vitamin B12 (g),2.5  2.4,3.2  2.2,2.9  2.3,14.1,50.0
26,Folic acid(g),123.7 43.5,103.7  27.7,114.8  38.6,20.5,0.0
27,Vitamin C (mg),29.2  18.3,37.5  20.1,32.9  19.6,19.0,3.8
28,Salt (g),6.4  2.3,4.8  1.5,5.7  2.1,23.4,96.2
