,0,1,2,3,4,5,6,7,8,9,10,11
0,"BMI,",Age,,,Male,,,,,Female,,
1,kg/m2,Age,20,25,,30,40,20,25,,30,40
2,,>40 yrs,8.47,19.44,,30.40,52.33,14.69,25.47,,36.24,57.79
3,"FM,kg;%",,15.48,24.49,,31.85,43.47,29.21,37.30,,43.90,54.33
4,"FM,kg;%",40 yrs,4.95,17.04,,29.13,53.31,24.32,12.90,,35.74,58.58
5,,,10.38,20.36,,28.51,41.37,24.80,33.30,,40.25,51.21
6,"SAT,L",>40 yrs,10.22,15.78,,21.35,32.48,16.90,22.35,,27.81,38.72
7,"SAT,L",40 yrs,7.26,14.76,,22.27,37.28,14.94,22.80,,30.66,46.38
8,"VAT, L",>40 yrs,1.68,3.27,,4.86,8.04,1.08,1.96,,2.85,4.62
9,"VAT, L",40 yrs,0.74,2.22,,3.71,6.68,0.89,1.43,,1.20,3.10
10,"FFM,kg",>40 yrs,55.38,59.63,,63.87,72.36,38.62,41.76,,44.91,51.20
11,"FFM,kg",40 yrs,60.05,64.74,,69.43,78.81,43.98,47.16,,50.34,56.70
12,"SM,kg",>40 yrs,24.19,27.74,,31.28,38.37,16.85,18.78,,20.72,24.59
13,"SM,kg",40 yrs,28.10,31.51,,34.91,41.72,19.64,21.30,,22.96,26.28
14,"Bone, kg",>40 yrs,4.67,4.77,,4.87,5.07,3.43,3.65,,3.86,4.33
15,"Bone, kg",40 yrs,5.21,5.32,,5.43,5.65,4.20,4.33,,4.46,4.72
16,"Brain, kg",>40 yrs,1.527,1.547,,1.567,1.607,1.319,1.339,,1.359,1.399
17,"Brain, kg",40 yrs,1.527,1.547,,1.567,1.607,1.385,1.395,,1.405,1.425
18,"Heart, kg",>40 yrs,0.344,0.359,,0.374,0.404,0.291,0.281,,0.271,0.251
19,"Heart, kg",40 yrs,0.344,0.359,,0.374,0.404,0.261,0.271,,0.281,0.301
20,"Liver, kg",>40 yrs,1.225,1.545,,1.865,2.505,1.022,1.272,,1.522,2.022
21,"Liver, kg",40 yrs,1.439,1.714,,1.989,2.539,1.286,1.451,,1.616,1.946
22,"Kidneys,",>40 yrs,0.246,0.276,,0.306,0.366,0.195,0.220,,0.245,0.295
23,kg,40 yrs,0.234,0.274,,0.314,0.394,0.218,0.243,,0.268,0.318
24,"TBW, L",>40 yrs,40.29,44.86,,49.43,58.57,29.80,33.20,,36.60,43.41
25,"TBW, L",40 yrs,40.95,46.96,,52.98,65.01,31.10,35.29,,39.50,47.92
26,"TBW/FFM,",>40 yrs,0.72,0.74,,0.76,0.80,0.74,0.76,,0.78,0.82
27,L/kg,40 yrs,0.70,0.73,,0.75,0.80,0.70,0.73,,0.76,0.82
28,"ECW, L",>40 yrs,16.38,18.01,,19.66,22.94,13.10,14.17,,15.24,17.38
29,"ECW, L",40 yrs,16.77,17.97,,19.17,21.57,13.10,14.37,,15.68,18.30
30,"Protein,",>40 yrs,13.12,14.41,,15.70,18.26,9.11,9.66,,10.21,11.31
31,kg,40 yrs,13.23,14.83,,16.42,19.61,9.81,10.78,,11.75,13.69
