,0,1
0,AAF,Amino acid-based elemental
1,,"formula""(Sauglingsnahrung auf"
2,,Aminosaurebasis)
3,BEAT,Beating Egg Allergy
4,BF,"""Breastfeeding(Stillen"
5,DHA,Docosahexaensaure
6,EAACI,European Academy of Allergy and
7,,Clinical Immunology
8,EAT,Enquiring About Tolerance
9,EHF,"""Extensively hydrolyzed formula"
10,,(extensiv hydrolysierte Sauglings
11,,nahrung)
12,EPA,Eicosapentaensaure
13,FADS,"""Fatty acid desaturase"
14,GINI,"""German infant nutritional interven"
15,,"tion"""
16,HA,Hypoallergen
17,HEAP,Hen's Egg Allergy Prevention
18,IgE,Immunglobulin E
19,LEAP,Learning Early About Peanut Allergy
20,PETIT,Prevention of Egg Allergy with Tiny
21,,Amount Intake Trial
22,PHF,"""Partially hydrolyzed formulaparti"
23,,ell hydrolysierte Sauglingsnahrung)
24,RR,"""Relative risk"""
25,SCORAD,Scoring Atopic Dermatitis
26,STAR,Solid Timing for Allergy Research
27,STEP,Starting Time for Egg Protein
28,95%-KI,95%-Konfidenzintervall
