,0,1,2,3,4
0,,Controls,Colorectal *,Colon,Rectum
1,Overall,3205,865,434,404
2,,,"Province, N (%)",,
3,Tehran,816 (25.46),165 (19.08),101 (23.27),64 (15.84)
4,Fars,943 (29.42),248 (28.67),93 (21.43),155 (38.37)
5,Kerman,525 (16.38),100 (11.56),49 (11.29),51 (12.62)
6,Golestan,372 (11.61),149 (17.23),89 (20.51),53 (13.12)
7,Mazandaran,136 (4.24),59 (6.82),34 (7.83),25 (6.19)
8,Kermanshah,251 (7.83),68 (7.86),31 (7.14),35 (8.66)
9,Mashhad,162 (5.05),76 (8.79),37 (8.53),21 (5.20)
10,,,"Gender, N (%)",,
11,Women,1002 (31.26),368 (42.54),193 (44.47),169 (41.83)
12,Men,2203 (68.74),497 (57.46),241 (55.53),235 (58.17)
13,mean (SD),57.18 (11.49),58.62 (12.44),58.78 (12.29),58.3 (12.61)
14,,,"Age, years, N (%)",,
15,<50,751 (23.43),193 (22.31),99 (22.81),89 (22.03)
16,50 and<60,993 (30.98),242 (27.98),112 (25.81),123 (30.45)
17,>60 and<70,1019 (31.79),258 (29.83),137 (31.57),112 (27.72)
18,70,442 (13.79),172 (19.88),86 (19.82),80 (19.80)
19,,,"Socio-economic status (SES), N (%)",,
20,Low,860 (26.83),331 (38.27),159 (36.64),161 (39.85)
21,Moderate,1078 (33.63),234 (27.05),118 (27.19),109 (26.98)
22,High,1267 (39.53),300 (34.68),157 (36.18),134 (33.17)
23,,,"Tobacco consumption, N (%)",,
24,No,2280 (71.14),677 (78.27),356 (82.03),300 (74.26)
25,Yes,925 (28.86),188 (21.73),78 (17.97),104 (25.74)
26,,,"Opium consumption, N (%)",,
27,Never use,2639 (82.34),738 (85.32),373 (85.94),343 (84.90)
28,Regular user,439 (13.70),89 (10.29),40 (9.22),47 (11.63)
29,Non-regular,127 (3.96),38 (4.39),21 (4.84),14 (3.47)
30,user,127 (3.96),38 (4.39),21 (4.84),14 (3.47)
31,,,"Workload Physical activity,N(%)",,
32,Sedentary,1033 (32.27%),287 (33.18%),147 (33.87%),132 (32.67%)
33,Moderate,701 (21.88%),155 (17.92%),78 (17.97%),72 (17.82%)
34,Heavy,694 (21.66%),184 (21.27%),87 (20.05%),87 (21.53%)
35,Unknown,775 (24.19%),239 (27.63%),122 (28.11%),113 (27.97%)
36,"BMI, kg/m2,",26.59 (4.72),26.93 (4.99),26.91 (5.07),26.83 (4.85)
