,0,1,2,3,4,5
0,,,,,Developing countries,
1,,,Latin America,,,
2,Developed,Economies,and the,,,
3,countries,in transition,Caribbean,Africa,East Asia,South Asia
4,Australia,Azerbaijan,Bolivia,Algeria,Brunei,Iran (Islamic
5,Norway,Kazakhstan,State of),Angola,Darussalam,Republic of)
6,,Russian,State of),Cameroon,Democratic,
7,,Federation,Colombia,Chad,People's,Western Asia
8,,Turkmenistan,Ecuador,Chad,Republic of,
9,,Turkmenistan,Trinidad,Congo,Korea,Bahrain
10,,,and Tobago,Equatorial,Indonesia,Iraq
11,,,Venezuela,Guinea,Mongolia,Kuwait
12,,,Republic of),Libya,Myanmar,Oman
13,,,,Libya,Papua New,Qatar
14,,,,Nigeria,Guinea,Saudi Arabia
15,,,,Sudan,,United Arab
16,,,,,,Emirates
