,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,Mouse lines,,Discovery,Expression control,Serum GH,Serum IGF1 Size/,,Serum IGF1 Size/,Body com-,Insulin,Reproduc-,Cancer,Lifespan,Original
1,,,(year/lab/,,,,weight,weight,position,sensitivity,tive capac-,inci-,,references
2,,,first),,,,,,,,ity,dence,,
3,Bone,OC-IGF-1 Tg,2000 Clem-,osteocalcin +rat,n/a,,,,n/a,n/a,n/a,n/a,n/a,[293]
4,,,ens (Zhao,IGF1,,,,,,,,,,
5,,Osteoblast,2006 Kream,rat,n/a,1, weight , weight ,n/a,n/a,n/a,n/a,n/a,[294]
6,,IGF1 Tg,(Jiang),Collal+murine,,,,,,,,,,
7,,,,Igf1,,,,,,,,,,
8,,Osteoblast,2002,osteocalcin/Cre,n/a,n/a,,,n/a,n/a,n/a,n/a,n/a,[296]
9,,IGFIR KO,Clemens,,,,,,,,,,,
10,,,(Zhang),,,,,,,,,,,
11,,OBIGFIR-/-,2015 Bikle,Coll1/Cre,n/a,n/a,,,n/a,n/a,n/a,n/a,n/a,[298]
12,,,(Wang),,,,,,,,,,,
13,,Chondrocyte,2007 Mohan,Col21/Cre,n/a,, length, length,"I bone size,",n/a,n/a,n/a,n/a,[299]
14,,IGF1 KO,(Govoni,,,,,,weight,,,,,
15,,Osteocyte IGF1,2013 Lau,Dmp-1/Cre,n/a,,n/a,n/a, femur,n/a,n/a,n/a,n/a,[301]
16,,KO,(Sheng),,,,,,length,,,,,
17,,DMP-IGF-1R,2016 Yakar,DMP-1/Cre,at 8wk,,-,,n/a,n/a,n/a,n/a,n/a,[224]
18,,KO,(Liu),,at 16 wk,,,,,,,,,
19,Ovarian,IGF1R?cko,2017 Stocco,ESR2+CYp19,n/a,n/a,n/a,n/a,n/a,-,infertile,n/a,n/a,[303]
20,granulosa,,(Baumgar-,,,,,,,,,,,
21,cells,,ten),,,,,,,,,,,
22,Pancreatic,cellIGF-1R,2002,rat insulin/Cre,n/a,n/a,n/a,n/a,n/a,glucose,n/a,n/a,n/a,"[304, 305]"
23,beta cells,KO,Efstratiadis,,,,,,,intolerant;,,,,
24,,,(Xuan);,,,,,,, insulin,,,,
25,,,Kahn,,,,,,,secretion,,,,
26,,,(Kulkarni),,,,,,,,,,,
27,Steroido-,Steroidogenic,2018 Nef,human P450SCC/,n/a,n/a,,, testicular,n/a,,n/a,n/a,[307]
28,genic cells,cells IGF-1R,(Neirijnck),Cre,,,,,weight,,,,,
29,,KO,,,,,,,,,,,,
30,Somato-,SIGFRKO,2010,rGHpCre,1,1,weight;-,weight;-,fat,,n/a,n/a,n/a,[308]
31,troph,,Radovick,,,,,length;,,,,,,
32,,,(Romero),,,,,"L,S",,,,,,
33,Thyrocyte,Thyrocyte spe-,2011 Krohn,thyroglobulin/Cre,n/a,,1weight in,1weight in,alteration in males,alteration in males,n/a,n/a,n/a,[310]
34,,cific IGF-1R,(Muller),,,,,males;in,perigo-,,,,,
35,,KO,,,,,,females,nadal fat,,,,,
36,,,,,,,,,mass,,,,,
