,0,1,2,3,4,5,6
0,Parameter,Overall,Theme2,Themel,Theme2,Theme3,Theme4
1,/SVI Cat-,,,,,,
2,egory,,,,,,
3,No,,,,,,
4,,,"0.0238(0.0223,0.0252)0.0239(0.0225,0.0254)0.024(0.0227,0.0254)",,,"0.0229(0.0213,0.0244)0.0231(0.0215,0.0247","0.0229(0.0213,0.0244)0.0231(0.0215,0.0247"
5,V,,,,,,
6,Low,"0.0414(0.0403,0.0425)0.0413(0.0402,0.0423)","0.0404(0.0394,0.0414","0.0414(0.0403,0.0425)0.0413(0.0402,0.0423)","0.0404(0.0394,0.0414","0.0423(0.0409,0.0436)",0.0412(0.0398.0.0426
7,Mod,"0.0396(0.0385,0.0408)0.0376(0.0365,0.0387)","0.0392(0.0381,0.0402","0.0396(0.0385,0.0408)0.0376(0.0365,0.0387)","0.0392(0.0381,0.0402","0.0413(0.0401,0.0426)","0.0399(0.0386,0.0413"
8,High,"0.0346(0.0334.0.0358)0.0364(0.0352,0.0376",0.0355(0.0343.0.0366,"0.0346(0.0334.0.0358)0.0364(0.0352,0.0376",0.0355(0.0343.0.0366,"0.035(0.0338,0.0362","0.0365(0.0353,0.0378"
9,K,,,,,,
10,Low,"0.561(0.551,0.571)","0.602 (0.592,0.612)","0.587 0.577,0.597)","0.602 (0.592,0.612)","0.441 (0.432,0.45)","0.478 (0.468,0.488)"
11,Mod,"0.504 (0.494, 0.515)","0.501 (0.491, 0.51)","0.502(0.491,0.514","0.501 (0.491, 0.51)","0.542(0.531,0.552","0.512(0.5,0.523"
12,High,"0.462 (0.448, 0.476)","0.425 (0.413, 0.436)","0.436(0.425,0.447)","0.425 (0.413, 0.436)","0.544 (0.527, 0.561)","0.529 (0.514, 0.544)"
13,R2,0.857,,0.867,0.877,0.833,0.816
14,R2 Null,0.813,,0.813,0.813,0.813,0.813
15,R2 Spline,0.858,,0.867,0.878,0.834,0.817
