,0,1,2,3,4,5,6,7,8,9
0,Characteristics,"Total(N=29,318",,,"Male(N=11,975",,,"Female (N=17,343)",,
1,,Hyperuricemia,Non-hyperurice-,P valueb,Hyperuricemia,Non-hyperurice-,P valueb,Hyperuricemia,Non-hyperurice-,P-value
2,,,mia,,,mia,,,mia,
3,Animal meat,1045 (30.0),6019 (23.1),,632 (36.0),2537 (24.6),,413 (23.9),3482 (22.1),
4,pattern,,,,,,,,,
5,Grains-bean-,804 (23.1),6974 (26.8),,360 (20.5),2486 (24.1),,444 (25.7),4488 (28.5),
6,nuts pattern,,,,,,,,,
7,Vegetables-,958 (27.5),7336 (28.2),,464 (24.6),3317 (32.2),,494 (28.6),4019 (25.5),
8,staple food,,,,,,,,,
9,pattern,,,,,,,,,
10,Pickles-ani-,678 (19.5),5718 (22.0),,299 (17.0),1964 (19.1),,379 (21.9),3754 (23.8),
11,mal oil,,,,,,,,,
12,pattern,,,,,,,,,
13,3MI,26.6  3.7,24.5  3.5,<0.001,26.3  3.5,24.2  3.4,<0.001,26.9 3.9,24.7  3.5,<0.00
14,GFR (mL/,72.1  17.2,79.1  15.3,<0.001,74.7 15.9,79.9  14.4,<0.001,69.4  18.1,78.7  15.9,<0.00
15,min/1.73 m2),,,,,,,,,
16,Energy intake,2488.9  687.4,2456.3  680.0,0.008,2701.6707.1,2736.6  706.5,0.06,2272.9  593.4,2272.8  594.4,0.9
17,(kJ),,,,,,,,,
18,Household size,4.5  1.9,4.3  2.0,0.003,4.5  1.8,4.2  2.1,<0.001,4.4  2.0,4.4  1.9,0.5
19,Weekly,1.3 3.6,0.83.1,<0.001,2.2  4.5,1.4  3.9,<0.001,0.4  2.0,0.5  2.5,0.0
20,frequency,,,,,,,,,
21, of eating out,,,,,,,,,
22,(times/week),,,,,,,,,
23,Breakfast,0.3  1.2,0.2  1.1,<0.001,0.5  1.5,0.3  1.4,<0.001,0.10.8,0.1  0.9,0.4
24,(times/week),,,,,,,,,
25,Lunch (times/,0.6  1.7,0.4  1.4,<0.001,0.9  2.1,0.6  1.8,<0.001,0.2  1.0,0.2  1.1,0.04
26,week),,,,,,,,,
27,Dinner (times/,0.4  1.4,0.3 1.1,<0.001,0.7  1.8,0.4  1.4,<0.001,0.10.7,0.10.9,0.0
28,week),,,,,,,,,
