,0,1,2,3,4,5,6,7
0,,,,Quintiles of Dietary Indices,,,,HR (95%CI)
1,,Q1,Q2,Q3,Q4,Q5,p trend,Per 1-SD Increment
2,Sex,,,,,,,p for interaction =0.99
3,Female,1.0(ref.,"0.96 (0.64,1.42)","0.66(0.41,1.04)","0.96 (0.62,1.49)","1.36 (0.90,2.06",0.23,"1.14(0.92,1.42)"
4,Male,1.0 (ref.),"1.12 (1.00, 1.24)","1.04 (0.94, 1.16)","1.09 (0.98, 1.21)","1.26 (1.14, 1.40)",<0.0001,"1.11 (1.06, 1.16)"
5,Race,,,,,,,p for interaction=0.92
6,White,1.0 (ref.),"1.09 (0.98, 1.23)","1.03(0.92,1.15)","1.080.97,1.21)","1.28(1.15,1.43)",<0.0001,"1.121.07,1.18"
7,Black,1.0(ref.),"1.25 (0.95,1.64)","0.96 (0.72, 1.28)","1.18 (0.90,1.54)","1.29 (1.00, 1.66)",0.07,"1.12 (0.99, 1.26)"
8,Baseline diabetes,,,,,,,p for interaction =0.99
9,No,1.0(ref.),"1.02(0.89,1.17)","0.94 (0.82, 1.08)","1.04 (0.91, 1.19)","1.21(1.06, 1.38)",0.002,"1.11 (1.04, 1.18)"
10,Yes,1.0 (ref.),"1.20(0.97,1.48)","1.08 (0.88,1.33)","1.15 (0.94, 1.40)","1.29(1.06,1.56)",0.02,"1.11 (1.01, 1.21)"
11,Baseline high cholesterol,,,,,,,p for interaction=0.24
12,No,1.0(ref.,"1.17 (0.99,1.38","1.02(0.85,1.21)","1.06(0.89,1.26)","1.371.17,1.61)",0.0004,"1.15 (1.06,1.24"
13,Yes,1.0 (ref.),"1.00(0.86,1.16)","0.96 (0.82, 1.11)","1.07 (0.92, 1.24)","1.12(0.97,1.30)",0.04,"1.071.00,1.15"
14,Baseline hypertension,,,,,,,p for interaction=0.41
15,No,1.0 (ref.),"0.99 (0.82, 1.20)","0.89 (0.73, 1.09)","0.96 (0.79,1.16)","1.27 (1.06, 1.53)",0.008,"1.13 (1.03, 1.24)"
16,Yes,1.0ref.,"1.12(0.97,1.28)","1.03 (0.90, 1.19)","1.12 (0.98, 1.29)","1.22 (1.06, 1.39)",0.005,"1.091.03,1.16)"
17,DASH score,,,,,,,p for interaction =0.07
18,Low21,1.0(ref.),"1.07 (0.87, 1.32)","0.99 (0.81, 1.21)","1.07 (0.88, 1.29)","1.25 (1.04, 1.49)",0.0003,"1.14 (1.06, 1.22)"
19,High(>21),1.0(ref.),"1.09 (0.97,1.23)","1.00 (0.88, 1.13)","1.02(0.89, 1.17)","1.10 (0.94, 1.28)",0.50,"1.02(0.95,1.10)"
