,0,1,2
0,Neonatal Period,Infancy,Childhood and Adolescence
1,Maternal iron deficiency anemia,Low neonatal iron stores,Low dietary iron supply and/or
2,Maternal iron deficiency anemia,,bioavailability
3,Fetal-maternal hemorrhage,Rapid growth,Vegetarian or vegan diet
4,Twin-to-twin transfusion,Frequent blood sampling,Pica; pagophagia
5,Premature birth,Prolonged exclusive breast feeding,Intense physical activity
6,Low birth weight,Cow's milk feeding,Antacid therapy
7,Early umbilical cord clamping,Low-iron-content complementary diet,Esophagitis
8,Phlebotomy losses,Cow's milk allergy,Helicobacter pylori infection
9,Esophagitis,short-bowel syndrome),short-bowel syndrome)
10,Intestinal blood loss,Antacid therapy,"Parasitosis(Giardia,hookworm)"
11,Erythropoietin administration,Esophagitis,Use of nonsteroidal anti-inflammatory drugs
12,,Lead exposure,Lead exposure
13,,,"Gastrointestinal blood loss(gastritis,varices"
14,,Intestinal blood loss,"Meckel's diverticulum,ulcerative colitis"
15,,,"vascular malformations, tumors, polyp)"
16,,,Obesity
17,,,Excessive menstrual losses
18,,,Adolescent pregnancy
19,,Low socioeconomic status,Low socioeconomic status
