,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,qazor,6000,8100,,1000,0000,1000,1000,,1100,1100,0000,0000,0000,0000,8000,
1,,,,,,,,,,0000,2000,00000,0000,00000,00002,0000,
2,,,,,,,,,,qe Zt0'0,,,qe ++0'0,p9900,,,
3,aZ99,,,qs 66'0,,,,qe S60'0,,,,,,,,,S00>
4,,,,qe z90'0,e720'0,,1200,1100,$00>,P 6+0'0,,P 6+00,,,,,000>
5,!No9,q 8Z0'0,0000,,oq 8Z0'0,,,2200,S00>,,paq zz0'0,,,,,oqe LI0'0,000>
6,,,,,,,,,,q+000,,q+000,0000,00000,q+000,qo+000,Su
7,,,,,02000,,,,,,,,,,,,S00>
8,uWss,,,,,,29S'T,,$00>,,q 86I'I,,11132,,,11113,
9,rs,,,,,,,,,,,,r 9S0'0,,,0110,
10,,q S6L'S9,,,P SZ9'ZL,POI0'ZL,001'68,,s00>,P +6S'9S,,,S IZ9'Ib,,,,S00>
11,,,,869668,,9 LSZ'EE8,P SLL'068,e Z9S'I08,$00>,,,,,,,,S00>
12,,P LOL'O,,qe EI9'0,,,,oqe ZS9'0,,,qe L9t'0,,qr ZI6'0,,,,S00>
13,BW+r,,,,,,,q 88E'S8,S00>,106001,80000,,,,,,SO0>
14,,,,J1081,,,,,$00>,,,P +Z8'6I,,,,,S00>
15,,000,,,,000, 000's,,$00>,,,,,10000,,,
16,,90,9 NJ,,,9ss,9WV,,,,,,,,,,
