,0,1,2,3,4,5,6,7
0,Study,Study,OD,Assessment,Number of,TF or Product,Effect on Hydration,QA (%) 1
1,Study,Design,Etiology,for OD,Participants,Therapy,Status,QA (%) 1
2,,,,,Biochemical studies,,,
3,,,,,,,Any modification of,
4,Crary M.,Case-,Ischemic,,64,,regular liquids and solid,
5,[13],control,stroke,"MASA,FOIS",(38% OD),TP not specified,diets contributed to,60.00
6,[13],control,stroke,,(38% OD),,reduced hydration,
7,,,,,,,on discharge.,
8,,,,,,,Patients receiving a,
9,,,,,,,higher viscosity fluid had,
10,MM. [38],Cohort,TBI,PenAsp Scale,20,(starch-based,compared to those,63.64
11,,,,,,,receiving a thin,
12,,,,,,,textured fluid.,
