,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,Subgrupo,,Energia,Energia,,,Grasas saturadas,Grasas saturadas,,Azucares agregados,Azucares agregados,Azucares agregados,Azucares agregados,,Sodio,Sodio,
1,,,(Kcal/AdEq/dia),(Kcal/AdEq/dia),,,(g/AdEq/dia),(g/AdEq/dia),,,(g/AdEq/dia),(g/AdEq/dia),,,(mg/AdEq/dia),(mg/AdEq/dia),
2,,1996-,2004-2012-,2004-2012-,2017-,1996-,2004-2012-2017-1996-2004-2012-2017-,,,2004-2012-2017-1996-2004-2012-2017-,2004-2012-2017-1996-2004-2012-2017-,,2004-2012-2017-1996-2004-2012-2017-,1996-,2004-,2012-,2017-
3,,1997,2005,2013,2018,1997,2005,2013 2018,2013 2018,1997,2005,2013,2018,1997,2005,2013,2018
4,Productos,,,,,,,,,,,,,,,,
5,ultraprocesados,,,,,,,,,,,,,,,,
6,"Panes, masas, pastas,",79,74,82,61,"0,6","0,7","0,8","0,6","0,2","0,1","0,2","0,2",89,142,159,109
7,"legumbres,papa",,,,,,,,,,,,,,,,
8,"Leches saborizadas,",21,33,38,31,"0,9","1,3","1,5","1,3","0,0","0,4","0,5","0,2",13,36,40,31
9,yogur y quesos,,,,,,,,,,,,,,,,
10,untables y fundido,,,,,,,,,,,,,,,,
11,Carnes pre,47,32,37,35,"0,8","0,9","1,0","0,9","0,0","0,0","0,0","0,0",148,134,146,133
12,elaboradas y,,,,,,,,,,,,,,,,
13,procesadas,,,,,,,,,,,,,,,,
14,Grasas,17,18,22,20,"0,1","0,2","0,1","0,1","0,1","0,1","0,2","0,2",31,31,38,37
15,"Dulces, golosinas y",53,71,67,60,"0,9","1,1","0,9","0,9","7,5","9,3","9,0","7,3",14,26,27,26
16,postres,,,,,,,,,,,,,,,,
17,Galletitas y amasados,159,178,190,171,"2,7","2,9","2,9","2,7","4,0","6,8","8,3","7,3",153,157,159,144
18,de pasteleria,,,,,,,,,,,,,,,,
19,"Jugos,gaseosas y",72,104,107,86,"0,0","0,0","0,0","0,0","18,1","25,3","25,7","19,8",26,34,38,35
20,aguas saborizadas,,,,,,,,,,,,,,,,
21,"Aderezos, salsas y",2,9,13,13,"0,0","0,0","0,0","0,1","0,1","0,1","0,2","0,1",153,118,160,126
22,sopas envasadas,,,,,,,,,,,,,,,,
23,Comidas listas,42,133,129,180,"1,1","2,3","2,5","3,7","0,0","2,5","1,8","1,7",76,182,197,276
24,Bebidas con alcohol,14,3,4,5,"0,0","0,0","0,0","0,0","0,0","0,2","0,2","0,3",0,0,0,1
25,Infusiones,,4,5,5,,"0,1","0,1","0,1",,"0,2","0,1","0,1",,5,7,5
26,Subtotal,508,660,695,666,"7,0","9,4","9,9","10,4","30,0","45,0","46,0","37,2",701,866,975,923
27,Total,2.773,2.571,2.529,2.336,30,28,29,28,82,83,82,66,4.580,4.242,4.194,3.754
