,0,1,2,3,4,5,6,7
0,,,,Quintiles of Dietary Indices,,,P trend,HR (95%CI)
1,,Q1,Q2,Q3,Q4,Q5,P trend,Per 1-SD Increment
2,,,,,Ratio of Sodium to Potassium,,,
3,Median,0.33,0.41,0.48,0.55,0.69,,
4,Cases,698,785,756,832,1019,,
5,IR(/103 PYs),5.48,6.26,6.07,6.75,8.37,,
6,Model1,1.0(ref.),"1.121.01,1.24)","1.09 (0.98, 1.20)","1.21 (1.10, 1.34)","1.52(1.38, 1.67)",<0.0001,"1.23 (1.18, 1.29)"
7,Model 2,1.0(ref.),"1.12(1.01,1.24)","1.04 (0.94, 1.16)","1.12 (1.01, 1.24)","1.31 (1.19,1.45)",<0.0001,"1.14 (1.08, 1.19)"
8,Model3,1.0 (ref.),"1.12 (1.01, 1.24)","1.04 (0.94, 1.15)","1.11 (1.00, 1.23)","1.30 (1.18, 1.43)",<0.0001,"1.13 (1.08,1.18)"
9,Model 4,1.0 (ref.),"1.10 (0.99,1.22)","1.02 (0.92, 1.13)","1.08(0.98,1.20)","1.26 (1.14, 1.39)",<0.0001,"1.11 (1.06,1.16)"
