,0,1,2,3,4,5,6,7,8,9
0,,n,Number of,,Number of,,Number of bites,,Chewing rate,
1,,,chews,,chews per,,,,(/min),
2,,,median,P val-,median,P valuemedian (IQR),P valuemedian (IQR),P val-,median (IQR),P val-
3,,,(IQR),ue,(IQR),,,ue,,ue
4,All,99,192 (106),-a,10.7 (5.1),,18.0 (7.5),,70.7 (8.6),
5,Sex,,,.009,,.01,,<.001,,.008
6,Men,50,172 (106),,11.7 (7.6),,15.0 (7.5),,72.3 (10.2),
7,Women,49,208 (106),,10.1 (3.6),,21.0 (9.0),,70.1 (9.3),
8,Metsb,,,.24,,.83,,.39,,.25
9,Yes,8,171 (67),,11.6 (7.7),,16.5 (5.8),,72.9 (12.9),
10,No,91,199 (110),,10.7 (5.1),,18.5 (8.0),,70.4 (9.2),
11,pre-MetS,,,.02,,.92,,.04,,.39
12,Yes,14,162 (56),,11.6 (7.2),,15.0 (8.5),,71.7 (10.7),
13,No,85,202 (114),,10.7 (5.0),,19.0 (9.0),,70.4 (8.8),
14,possible MetS,,,<.001,,.74,,.001,,.92
15,Yes,52,174 (84),,10.6 (5.8),,16.3 (7.3),,71.4 (9.9),
16,No,47,214 (114),,10.8 (4.6),,20.5 (9.5),,70.3 (8.6),
17,Abdominal circumference (m),,,.004,,.90,,.006,,.86
18,AC((+),24,166 (80),,10.9 (7.1),,15.0 (7.5),,71.2 (10.5),
19,AC(),75,206 (118),,10.7 (4.8),,20.0 (10.5),,70.4 (8.5),
20,Serum lipid (mmol/L),,,.04,,.87,,.15,,.73
21,SL(+),13,161 (48,,11.7 (7.9),,17.0 (9.5),,71.3 (14.1),
22,SL(-),86,203 (113),,10.7 (4.9),,18.5 (8.6),,70.5 (8.4),
23,Blood pressure (mm Hg),,,.01,,.91,,.02,,.91
24,BPe(+),36,168 (84),,10.9 (5.6),,16.3 (6.4),,71.4 (9.9),
25,BP(-),63,206 (113),,10.7 (4.9),,20.0 (10.0),,70.4 (8.5),
26,Fasting glucose (mmol/L),,,.77,,.76,,.65,,.40
27,GLUf(+),7,208 (90),,11.5 (5.2),,17.0 (11.0),,73.4 (6.5),
28,GLU(-),92,191 (110),,10.7 (5.2),,18.3 (7.9),,70.4 (9.4),
