,0,1,2,3,4,5,6,7,8
0,Variables +,,Baseline,,pab,,6 Months,,pu
1,,C,s,D,,C,s,D,
2,Glucose(mg/dL),104.4  16.9,97.3  7.2,98.5  8.6,NS,101.111.2,95.7  8.3,97.2  10.4,NS
3,Insulin (IU/mL),11.210.9,9.6  8.9,9.2  6.7,NS,"9.7""  5.8","8.3 ""a  5.4",9.3  7.1,
4,Leptin (ng/mL),46.4 a  34.9,32.5 b  19.1,37.8 b  19.1,,"37.9 ""a  26.3","28.9 ""b  16.9","29.5 ""b  21.7",
5,Adiponectin,11.7  5.2,11.8  5.9,12.7  6.5,NS,"17.9 ""  8.5",16.4   9.3,"15.4"" 5.8",
6,(g/mL),11.7  5.2,11.8  5.9,12.7  6.5,NS,"17.9 ""  8.5",16.4   9.3,"15.4"" 5.8",
7,ApoA1(mg/dL),77.4  55.3,86.9  65.3,84.1  63.5,NS,"102.8 ""a  59.9","117.8 ""b  78.7","105.6 ""a  60.0",
8,ApoB(mg/dL),121.4  56.5,114.0  43.7,117.6  42.4,NS,95.6  36.5,"97.8""31.8","92.9 ""  27.5",
9,ApoB/ApoA1,1.6  1.0,1.3  0.7,1.4  0.7,,0.9  0.6,0.8  0.4,"0.9 ""  0.5",
10,hs-CRP (mg/L),4.8  4.7,4.6  5.7,4.8  4.7,NS,4.8  5.3,4.6  5.7,4.9  6.5,NS
11,Serum 25(OH)D,65.8  24.4,70.7  32.7,66.6  27.5,NS,71.9 a  30.9,"83.0 ""b  23.4","82.8 ""b  46.8",
12,(nmol/L),65.8  24.4,70.7  32.7,66.6  27.5,NS,71.9 a  30.9,"83.0 ""b  23.4","82.8 ""b  46.8",
13,(pmol/L),3.0  1.4,3.1  1.7,3.2  1.8,NS,3.5  1.3,2.8   1.2,3.0  0.9,
