,0,1,2,3,4,5
0,Fermentation Type,Substrate,End Products,,Microorganisms Responsible,Reference
1,Lactic Acid*,Sugar,,,,
2,,,,Lactococcus lactis,Lactococcus lactis,
3,,,,Streptococcus thermophilus,Streptococcus thermophilus,
4,,,,Lactobacillus delbrueckii subsp.bulgaricus,Lactobacillus delbrueckii subsp.bulgaricus,
5,Homo lactic,,Lactic acid,Lactobacillus acidophilus,Lactobacillus acidophilus,[18]
6,,,,Lactobacillus helveticus,Lactobacillus helveticus,
7,,,,Pediococcus,,
8,,,,Enterococcus,Enterococcus,
9,,,,Leuconostoc,,
10,,,,Fructilactobacillus sanfranciscensis,Fructilactobacillus sanfranciscensis,
11,,,,Levilactobacillus brevis,Levilactobacillus brevis,
12,Hetero lactic,,CO2,Limosilactobacillus reuteri,Limosilactobacillus reuteri,[18]
13,,,,Lacticaseibacillus casei,Lacticaseibacillus casei,
14,,,,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,
15,,,,Latilactobacillus curvatus,Latilactobacillus curvatus,
