,0,1,2,3,4,5,6,7,8,9,10
0,,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019b
1,"World oil supplyc,d",,,,,,,,,,
2,(millions of barrels per day),85.6,86.9,89.0,89.3,91.7,94.3,94.7,95.5,97.5,98.5
3,Developed economies,15.9,16.1,17.0,18.1,20.1,21.4,21.0,22.0,24.0,25.4
4,Economies in transition,13.7,13.7,13.7,13.9,14.0,14.1,14.3,14.4,14.7,15.0
5,Developing economies,53.8,55.0,56.2,55.1,55.3,56.6,57.1,56.8,56.5,55.7
6,OPEC,34.7,35.8,37.5,37.7,37.7,39.1,39.6,39.5,39.5,39.2
7,Non-OPEC,19.1,19.2,18.7,17.4,17.6,17.6,17.5,17.2,16.9,16.5
8,Processing gainse,2.1,2.1,2.1,2.2,2.2,2.2,2.3,2.3,2.3,2.4
9,Global biofuelsf,1.8,1.9,1.9,2.0,2.2,2.3,2.4,2.4,2.6,2.8
10,World total demandg,88.5,89.5,90.7,92.0,93.2,95.0,96.1,97.9,99.2,100.5
11,Oilprices(dollars per barrel),,,,,,,,,,
12,OPEC basketh,77.4,107.5,109.5,105.9,96.3,49.5,40.8,52.4,71.2,...
13,Brent oil,79.6,110.9,112.0,108.9,98.9,52.3,43.7,54.2,73.1,71.9
