,0,1,2,3
0,QuEChERS Trial,,Conditions,
1,,Extraction,,Clean Up
2,#1,,,100 mg PSA b
3,#2,,,300 mg PSA b
4,#3,10 mL dichloromethane:water a,,"300 mg PSA b,2 mL 96% H2SO4 c"
5,#4,,,"300 mg PSA,50 mg C18 b"
6,#5,,,"100 mg PSA, 50 mg Florisil b"
7,#6,,,100 mg PSA b
8,#7,10 mL cyclohexane:water a,,"100 mg Z-Sep, 50 mg Florisil b"
9,#8,,,"100 mg Z-Sep b,2 mL 96%H2SO4 c"
10,#9,,,"100 mg PSA, 50 mg Florisil b"
11,#10,10 mL acetonitrile:water a,"100 mg PSA, 50 mg Florisil b,100 mg PSA, 50 mg Florisil d","100 mg PSA, 50 mg Florisil b,100 mg PSA, 50 mg Florisil d"
12,#11,,"100 mg Z-Sep, 50 mg Florisil b, 100 mg Z-Sep, 50 mg Florisil d","100 mg Z-Sep, 50 mg Florisil b, 100 mg Z-Sep, 50 mg Florisil d"
