,0,1,2
0,Ecoregion,Number of Farmers(%),
1,,Phase 1:Interviews,Phase 2: Survey
2,Willamette Valley,6 (27%),28 (58%)
3,Coast Range,3(14%,7(14%)
4,Klamath Mountains,3 (14%),4 (8.5%)
5,Columbia Plateau,7(31%),3 (6%)
6,Blue Mountains,3 (14%),6 (12.5%)
7,Gender,,
8,Man,12 (54%),21 (44%)
9,Woman,10 (46%),27 (56%)
10,Race/Ethnicity *participants could select more than 1,,
11,White,20 (91%),43 (89.5%)
12,Hispanic,2 (9%),1(2%)
13,Native American,1 (4.5%),4 (8%)
14,Asian,0 (0%),2 (4%)
15,Age (years),,
16,Average,49,52
17,Range,30-71,29-77
18,Farm Size(acres,,
19,Average,52,283
20,Range,1.5-338,1-6000
21,Length of Time Farming at Current Location (years),,
22,Average,14,13.8
23,Range,4-40,1-50
