,0,1,2,3,4,5,6,7
0,characteristic,n,%kcals,Glycemic load(g/1000Total fiberg/1000,Glycemic load(g/1000Total fiberg/1000,Soluble fiber(g/1000),Insoluble fiberg/1000Starch%kcals,Insoluble fiberg/1000Starch%kcals
1,Age(years),,,,,,,
2,5060,234,50.9 (10.5),65.7 (14.7),10.5 (3.7),2.8 (0.9),7.7 (2.9),18.7 (4.9)
3,6070,551,51.8 (9.3),66.5 (13.0),10.9 (3.7),3.0 (1.0,7.9 (2.8),18.9 (4.9)
4,7080,387,52.0 (9.1),66.8 (12.4),11.1 (3.5),3.0 (0.9),8.1 (2.7),18.4 (4.5)
5,80+,32,55.4 (9.1),72.0 (12.6),11.9 (4.7),3.3 (1.2),8.6 (3.5),18.4 (4.4)
6,p-value*,,0.085,0.088,0.113,0.009,0.223,0.438
7,Race,,,,,,,
8, kan Native,6,49.8 (9.8),62.9 (14.6),10.5 (5.1),2.9 (1.3),7.6 (3.8),16.7 (6.8)
9,Asian/Pacific Islander,3,55.7 (5.0),69.0 (8.4),10.2 (1.1),2.4 (0.3),7.8 (0.8),19.1 (1.9)
10,African-American,18,55.8 (10.3),71.2(15.1,12.6 (5.4),3.4 (1.4,9.2 (4.2),17.3 (5.6)
11,Hispanic/Latina,4,51.6 (8.7),65.8 (9.3),10.6 (3.8),3.3 (0.9),7.3 (2.9),20.0 (3.3)
12,Non-Hispanic White,1173,51.8 (9.5),66.5 (13.2),10.9 (3.6),2.9 (1.0),7.9 (2.8),18.7 (4.7)
13,p-value,,0.415,0.581,0.373,0.217,0.431,0.578
14,Education,,,,,,,
15,High school,251,50.6 (9.3),66.1 (13.4),10.4 (3.5),2.8 (0.9),7.5 (2.7),18.9 (4.8)
16,College,522,51.6 (9.5),66.4 (13.3),10.8 (3.6),2.9 (1.0),7.8 (2.7),18.5 (4.6)
17,Post college,413,52.9 (9.4),67.3 (12.8),11.5 (3.8),3.1 (1.0),8.4 (2.9),18.8 (4.8)
