,0,1,2,3,4,5,6,7
0,Particulars,,,Experimental diets,,SEM (),CV (%),p value
1,Particulars,CNT,PP-0,PP-0.25,PP-0.50,SEM (),CV (%),p value
2,Crude protein,73.24,72.92,73.50,73.53,0.162,0.723,0.512
3,Ether extract,8.09,8.37,8.06,8.07,0.012,1.751,0.101
4,Total ash,13.34,13.91,13.29,13.30,0.071,2.609,0.186
5,Arg,4.56,4.74,4.75,4.82,0.012,3.099,0.247
6,His,1.31,1.32,1.22,1.30,0.004,6.234,0.521
7,Ile,2.82,2.76,2.70,2.75,0.022,7.065,0.905
8,Leu,5.93,6.09,6.32,5.92,0.082,6.213,0.570
9,Lys,4.24,4.04,4.06,4.02,0.042,6.561,0.723
10,Met,1.75,1.86,1.63,1.81,0.009,7.252,0.266
11,Phe,2.99,3.20,3.08,2.90,0.022,6.391,0.349
12,Thr,2.57,2.65,2.74,2.76,0.102,15.674,0.939
13,Trp,0.58,0.58,0.52,0.62,0.004,13.591,0.501
14,Val,3.18,3.30,3.08,3.06,0.059,10.126,0.775
