,0,1,2,3,4,5,6,7,8,9,10,11
0,,,,,,,,,E,,,
1,"codea,b",L*,a*,b*,TO_6,,TN_6,CR_6,CC_6,SS_6,AM_6,GB_6
2,TO 6,75.90 d,24.91 d,3.52 abc,,,2.57,4.78,4.60,4.87,5.50,4.93
3,TN 6,73.52 c,24.80 d,2.55 a,,,,3.05,2.60,3.04,4.17,2.61
4,CR 6,71.82 b,22.42 b,3.41 abc,,,,,1.12,1.02,1.40,1.43
5,CC_6,71.53 a,23.49 c,3.58 bc,,,,,,0.51,1.98,0.97
6,SS_6,71.37 a,23.16 c,3.94 cd,,,,,,,1.52,1.34
7,AM 6,71.49 a,21.81 a,4.63 d,,,,,,,,2.61
8,GB_6,71.26 a,23.49 c,2.65 ab,,,,,,,,
9,p value,<0.05,<0.05,<0.05,,,,,,,,
10,,,,,,,,,E,,,
11,"codea,b",L*,a*,b*,TO_12,TN_12,TN_12,CR_12,CC_12,Ss_12,AM_12,GB_12
12,TO 12,77.63 b,24.86 d,5.30 a,,,2.83,3.22,3.30,3.23,4.50,3.56
13,TN 12,75.47 a,23.15 c,5.95 b,,,,3.30,1.09,1.26,2.36,1.12
14,CR12,77.14 b,21.97 b,6.63 d,,,,,1.28,1.07,1.63,1.56
15,CC_12,75.91 a,22.28 b,6.44 cd,,,,,,0.35,1.38,0.34
16,SS12,76.16 a,22.14 b,6.24 c,,,,,,,1.30,0.65
17,AM 12,75.90 a,20.91 a,6.57 d,,,,,,,,1.34
18,GB_12,75.60 a,22.22 b,6.56 d,,,,,,,,
19,p value,<0.05,<0.05,<0.05,,,,,,,,
20,,,,,,,,,E,,,
21,"codea,b",L*,a*,b*,TO_6+6,TN_6+6,TN_6+6,CR_6+6,CC_6+6,SS_6+6,AM_6+6,GB_6+6
22,TO_6+6,75.73 a,23.29 c,6.31 b,,1.87,,2.80,2.07,2.90,3.13,1.44
23,TN_6+6,75.69 a,21.82 b,7.47 d,,,,1.29,1.01,2.58,1.92,0.91
24,CR6+6,76.40 b,20.76 ab,7.30 d,,,,,0.79,1.94,0.74,1.46
25,CC_6 +6,76.35 b,21.39 ab,6.83 c,,,,,,1.63,1.10,0.78
26,SS6+6,76.81 c,20.76 ab,5.40 a,,,,,,,1.43,1.91
27,AM_6+6,76.72 c,20.36 a,6.77 c,,,,,,,,1.78
28,GB_6+6,75.79 a,21.87,6.57 bc,,,,,,,,
29,p value,<0.05,<0.05,<0.05,,,,,,,,
