,0,1,2,3,4
0,Treatment,Endocarp Lesion (%,Deformed nuts (%),Early-split nuts (%),Split nuts (%
1,Season,,,,
2,2015onyear,3.900.18b,8.100.4a,1.210.11b,61.33.1b
3,2016offyear,1.330.15c,4.310.3 b,1.480.12 a,67.62.5 a
4,2017onyear,4.440.13 a,8.360.4 a,1.490.11 a,66.73.7 ab
5,2018offyear,1.400.17 c,4.800.5b,1.430.12 a,72.44.0 a
6,F.test,**,**,ns,
7,I-PGRs,,,,
8,Ctrl,3.690.15 a,8.860.5a,1.880.10a,58.94.5 c
9,NO,2.930.13 b,6.910.4 b,1.550.13b,63.33.9bc
10,EBR,2.300.13 d,5.590.3 c,1.200.12 c,67.92.8 ab
11,Spm,2.580.14c,5.410.4 c,1.180.12c,71.84.3 a
12,F.test,**,**,**,**
13,II-supplemental,,,,
14,foliar nutrition,,,,
15,SFNO,3.310.13a,7.840.4 a,1.680.12 a,60.83.3 b
16,SFN1,2.220.14 b,4.950.2 b,1.130.13b,73.24.7 a
17,F.test,**,,**,**
18,Interaction,,,,
19,Ctrl.SFN0,4.230.14 a,10.180.5 a,2.180.14 a,53.64.7 d
20,NO.SFNO,3.050.13 bc,7.200.3 b,1.600.13 b,58.14.1 cd
21,EBR.SFNO,2.83+0.12c,6.430.3 c,1.350.13d,67.23.5b
22,Spm.SFN0,3.150.13 b,7.550.4b,1.580.15b,64.33.9 bc
23,Ctrl.SFN1,2.800.12 c,6.630.5bc,1.500.12c,68.62.3 b
24,NO.SFN1,1.780.14e,4.750.2 d,1.050.13f,68.74.6 b
25,EBR.SFN1,2.000.15 e,3.280.3 e,0.780.13 g,79.44.3 a
26,Spm.SFN1,2.300.13 d,5.150.4 d,1.180.15e,76.33.2 a
27,F.test,**,**,**,**
