,0,1,2,3,4,5,6
0,PLs,0-5 Days,10-15 Days,,40-45 Days,200-240 Days,300-400 Days
1,PLs,n=259),n=254,,n=630,n=576,n=551
2,,,,Model1,,,
3,PE,61.85  1.78 ab,61.46  1.79 ab,,56.26  1.13 b,62.67  1.18 a,65.25  1.22 a
4,PI,21.91  0.49 a,19.12  0.49 b,,18.48  0.31 b,19.34  0.32 b,19.75  0.33 b
5,PS,26.61  0.67 a,17.49  0.67 d,,18.88  0.42 cd,20.28  0.44 c,22.09  0.45 b
6,PC,52.28  1.20 a,44.82  1.21 b,,41.45  0.76 bc,39.40  0.80 c,42.83  0.82 b
7,SM,46.30  1.33 c,43.26  1.33 c,,47.41  0.84 c,53.33  0.88 b,60.58  0.90 a
8,TPL,208.95  5.03 ab,186.15 5.06 bc,,182.47  3.19 c,195.02  3.34 b,210.503.43 a
9,,,,Model2,,,
10,PE,61.23  1.77 ab,60.85  1.78 ab,,56.39  1.12 b,62.78  1.17 a,65.53  1.20 a
11,PI,21.74  0.48 a,18.95  0.48 bc,,18.52  0.31 c,19.37  0.32 bc,19.83  0.33 b
12,PS,26.55  0.67 a,17.44  0.67 d,,18.89  0.42 cd,20.86  0.44 c,22.12  0.45 b
13,PC,52.14  1.20 a,44.68  1.21 b,,41.48  0.76 bc,39.43  0.80 c,42.90  0.82 b
14,SM,46.54  1.32 c,43.49  1.33 c,,47.36  0.84 c,53.28  0.88 b,60.47  0.90 a
15,TPL,208.20  5.03 ab,185.41  5.05 c,,182.64  3.19 c,195.15  3.33 bc,210.85  3.42 a
