,0,1,2
0,SVI theme/Date,Vaccination rate ratio (95% CI,
1,,Low vs. high,Moderate vs. high
2,Overall SVI,,
3,January 1,"1.75(1.44,2.12)","1.56(1.28,1.89)"
4,March 1,"1.55 (1.28, 1.88)","1.361.12,1.64"
5,May 1,"1.351.11,1.63*","1.19 (0.99, 1.45)"
6,Theme 1,,
7,January 1,"1.91 (1.58, 2.31)","1.371.13,1.65"
8,March 1,"1.47 (1.22, 1.78)*","1.17 (0.98,1.41)"
9,May 1,"1.42 (1.18, 1.71)*","1.16 (0.96, 1.40)"
10,Theme 2,,
11,January 1,"1.83 (1.52, 2.21)","1.60 (1.32, 1.93)"
12,March 1,"1.461.21,1.76","1.26 (1.05, 1.52)"
13,May 1,"1.49 (1.23, 1.79)","1.23 (1.02, 1.49)"
14,Theme 3,,
15,January 1,"1.421.15,1.75","1.62(1.32,1.99)"
16,March 1,"1.33 (1.08, 1.64)","1.45(1.18,1.78)"
17,May 1,"0.95(0.77,1.17)*","1.13 (0.92,1.39)"
18,Theme 4,,
19,January 1,"1.16 (0.92, 1.46)","1.03 (0.82, 1.30)"
20,March 1,"1.21(0.96,1.52)","1.16 (0.92,1.46"
21,May 1,"0.99 (0.79, 1.25)","1.04 (0.83, 1.30)"
