,0,1,2,3,4,5,6,7,8
0,,Baseline,,24 Weeks,,,36 Weeks,,p Value
1,Parameters,WSS (N = 79),BSS (N = 72),,WSS (N = 74),BSS (N=70),WSS (N = 71),BSS (N = 68),
2,Body Weight (Kg),81.2 12.3,93.3 3.61,,78.6  9.11,89.94.16,77.2  7.31,86.1  6.11,<0.01
3,BMI (kg/m2),28.1  4.25,32.3  1.26,,27.2  3.11,31.1 1.37,26.7  2.51,30.1 2.08,<0.01
4,WC (cm),84.9  3.98,107  6.90,,83.4  3.74,103  2.98,82.5  3.21,99.1  3.77,<0.001
5,WC/WH ratio,1.09  0.02,1.13 0.02,,1.05  0.02,1.11 0.03,1.020.01,1.01 0.02,<0.01
6,BF (%),46.6  2.17,55.1  8.12,,45.7  2.23,53.7  3.21,40.1  5.18,52.1  3.14,<0.001
7,Glycemia (mmol/L),6.70  1.49,5.91  1.97,,6.55  1.17,5.46  1.37,5.69  1.71,5.38  1.24,0.251
8,Insulinemia (pmol/mL),817.15,114 2.91,,73.5  2.81,92.1 4.26,71.5  3.67,80.9  3.92,<0.001
9,HOMA-IR,3.50 0.93,5.01  0.67,,3.10 0.14,3.80  0.27,2.60  0.43,3.300.63,<0.001
10,Triglycerides (mmol/L),2.19  0.28,1.45  0.26,,1.80  0.77,1.21  0.13,1.68  0.08,1.09  0.02,<0.01
11,Total Cholesterol (mmol/L),5.84  0.68,4.750.32,,4.94  0.77,4.310.35,4.40  0.22,3.910.17,<0.001
12,HDL-C (mmol/L),0.85  0.08 (M),0.95  0.18 (M),,1.12  0.01 (M),1.18  0.11 (M),1.24  0.04 (M),1.27  0.05 (M),<0.01
13,,1.11  0.15 (F),1.24  0.13 (F),,1.25  0.05 (F),1.28  0.05 (F),1.26  0.03 (F),1.30  0.04 (F),<0.01
14,LDL-C (mmol/L),4.52  0.81,3.170.79,,4.01 0.73,3.08  0.31,3.61  0.74,2.630.33,<0.001
15,Hs-CRP (mg/L),5.901.11,8.18  1.33,,5.011.54,6.451.23,4.24  1.12,5.33 1.21,<0.01
16,Fibrinogen (g/L),4.28  1.15,4.44  1.27,,4.25  1.07,4.39  1.19,4.31  1.13,4.47  1.33,0.327
17,Ceruloplasmin (mol/L),1.04  0.32,1.68  0.57,,1.92  0.77,1.92  0.22,2.39  0.63,2.66  0.12,<0.001
18,SBP (mmHg),141 3,159  7,,1363,150 4,1314,147  5,<0.01
19,DBP (mmHg),723,902,,69  2,852,671,83 2,0.178
20,S-Phosphorus (mmol/L),1.20 0.19,1.19  0.11,,1.14  0.21,1.150.16,1.11  0.83,1.12  0.71,0.256
21,U-Phosphorus (mmol/24 h),302  25,221  17,,248  17,207  21,222  18,20555,<0.01
