,0,1,2,3,4,5,6,7,8
0,,OR (CI)a,OR (CI)a,,Case (n=464),,Controln=500,Controln=500,b
1,,,,,Mean,SD,Mean,SD,
2,"Age, year",,1.01 (1.001.02),0.004,45.8,10.3,43.8,11.3,0.002
3,BMI (kg/m2),,0.97 (0.950.99),0.03,28.1,5.1,28.8,6.0,0.01
4,Physical activity (MET h/week),,0.99 (0.991.00),0.03,29.2,38.4,34.7,41.8,0.01
5,Education level (%),,,,,,,,
6,"High school, diploma or lower",1,,0.96,84.1,,84.0,,0.9
7,College or university,,0.99 (0.691.40),,15.8,,15.9,,
8,Marital status,,,,,,,,
9,Married,1,,0.17,81.8,,86.7,,0.06
10,Unmarried,0.84 (0.501.41),0.84 (0.501.41),,6.9,,6.2,,
11,Divorced/widowed,,1.43 (0.742.77),,11.2,,7.0,,
12,"Family history of breast cancer (yes, %)",7.5 (3.3716.9),7.5 (3.3716.9),<0.001,9.7,,1.4,,<0.001
13,"Oral contraceptive use (yes, %)",,1.44 (1.101.90),0.008,52.1,,61.2,,0.008
14,Menopausal status (%),,,,,,,,
15,Premenopausal,1,,0.84,66.5,,67.2,,0.84
16,Postmenopausal,,0.97 (0.741.27),,33.4,,32.7,,
17,"Current smoking (yes, %)",,1.40 (0.742.64),0.28,3.7,,5.1,,0.28
18,Parity (%),,,,,,,,
19,Nulliparous/missing,1,,0.98,43.3,,42.8,,0.93
20,,0.87 (0.55-1.37),0.87 (0.55-1.37),,9.05,,10.2,,
21,2-3,,1.01 (0.751.36),,31.9,,31.0,,
22,4,0.97 (0.671.40),0.97 (0.671.40),,15.7,,16.0,,
23,Carbohydrate (% of energy),,0.98 (0.971.00),0.06,57.5,11.2,58.8,10.6,0.03
24,Protein (% of energy),,1.00 (0.991.00),0.47,24.2,24.6,23.1,21.7,0.23
25,Fat (% of energy),,1.01 (1.001.02),0.04,29.2,9.6,27.9,9.1,0.01
26,PUFA (% of energy),,1.02 (0.991.05),0.11,8.7,4.0,8.3,3.9,0.05
27,MUFA (% of energy),,1.02 (0.981.07),0.26,8.6,2.9,8.3,2.8,0.13
28,SFA (% of energy),,1.05 (1.01-1.09),0.009,9.1,3.3,8.6,2.9,0.004
29,Trans-fatty acids (% of energy),,3.02 (1.526.00),0.002,0.30,0.2,0.26,0.17,0.0007
30,Animal protein (g/day),0.99 (0.991.00),0.99 (0.991.00),0.81,39.2,35.1,39.7,26.5,0.4
31,Vegetable protein (g/day),,1.00 (0.991.00),0.31,126.5,186.8,115.0,166.5,0.15
32,Animal fat (g/day),,1.00 (1.001.01),0.03,69.1,44.6,63.4,37.1,0.01
33,Vegetable fat (g/day),,1.00 (0.991.01),0.19,19.9,15.8,18.6,14.3,0.09
34,Carbohydrate complex (g/day),,1.00 (0.99-1.01),0.45,234.1,105.7,231.5,110.6,0.35
35,Sugar(g/day),,1.00 (0.99-1.00),0.17,149.6,77.07,151.0,73.6,0.38
