,0,1,2,3,4
0,,MF-17,MF-18,MF-19,Values for EVOO
1,,(RI 3.5),(RI 5.0),(RI 2.3),(EU Reg 2568)
2,Quality-related indices,,,,
3,Free acidity (% oleic acid),0.18  0.04 a,0.15  0.00 a,0.18  0.01 a,0.80
4,K232,1.91  0.02 b,1.74  0.03 a,1.81  0.02 a,2.50
5,K270,0.19  0.01 a,0.16  0.02 a,0.16  0.01 a,0.22
6,AK,<0.01 a,<0.01 a,<0.01 a,0.01
7,Peroxide value (meq O2/kg oil),3.2  0.3 a,3.2  0.1 a,3.3  0.3 a,20.0
8,Rancimat (h),43.3  3.6 a,44.1  1.0 a,40.7  5.0 a,
9,Sensory analysis,,,,
10,Positive attributes,,,,
11,Fruity,4.2,4.6,4.0,>0.0
12,Bitter,4.0,3.4,3.7,
13,Pungent,4.4,4.1,4.5,
