,0,1,2,3,4,5,6
0,Study,Yea,Method,Location,Sample,Main,Relevanc
1,,r,,,,finding,e
2,Ando,201,Quantitative/Cro,USA,Japanese,Cultural,High
3,,9,ss-sectional,,household,transition,
4,,,,,s (n=81),leads to,
5,,,,,,reconstructi,
6,,,,,,on of,
7,,,,,,cultural food,
8,,,,,,practices,
9,Chapma,201,Qualitative/Cross,Canada,Punjabi-,Cultural,Medium
10,n&,3,-sectional,,Canadian,tradition,
11,Beagan,,,,household,reconstitute,
12,,,,,S,d through,
13,,,,,,food,
14,,,,,,practices,
15,Maury-,201,Quantitative/Cro,Chile,Haitian,Immigration,Low
16,Sintjago,9,ss-sectional,,immigrants,linked to,
17,et al.,,,,(n=234),higher risk,
18,,,,,,of food,
19,,,,,,insecurity,
20,Menzies,201,Qualitative/Cross,,Ex-,Overseas,Medium
21,&,2,-sectional,,vegetarian,travel linked,
22,Sheeksh,,,,s/,to return to,
23,a,,,,continuing,meat,
24,,,,,vegetarian,consumptio,
25,,,,,s(n=34,n,
26,Pablos&,201,Qualitative/Cross,USA,Mexican,Food,Medium
27,Olvera,9,-sectional,,immigrants,practices as,
28,,,,,(n=35),nostalgia for,
29,,,,,,immigrants,
30,Parra et,201,Mixed/Cross-,USA,Mexican,Greater foodHigh,Greater foodHigh
31,al.,4,sectional,,immigrants,safety risks,
32,,,,,(n=546,,
