,0,1,2,3,4,5,6,7
0,,Population,n,Method,Supplements,,Mean,97.5%
1,Austriaa,individual,2488,24h recall,?,?,1.68,3.43
2,,men,662,,,,3.2,5.9
3,Irelandb,women,717,7-day record,,,2.4,4.1
4,Irelandb,men,662,7-day record,+,+,3.5,7.6
5,,women,717,,+,+,3.6,30.3
6,Italyc,household,2734,7-day record,+,+,2.0,3.3
7,The Netherlandsd,household,5958,2-day record,,,1.59,3.01
8,,men,1087,,,>,2.48,4.47
9,UKe,women,1110,7-day record,,-,1.57,2.62
10,UKe,men,1087,7-day record,+,+,2.68,5.35
11,,women,1110,,+,+,2.84,10.46
12,Elmadfa et al1998),,b IUNA (2000),b IUNA (2000),c Turrini (INRAN),,c Turrini (INRAN),
13,Hulshof and Kruizinaa1999,Hulshof and Kruizinaa1999,HMSO(1990),HMSO(1990),,,,
