,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,,,,,,,,,,,,,Difference between,Difference between,
1,Parameter,Intervention,,,,,,,,,,,the two groups,the two groups,
2,(Unit),period,Mean,SE,EMM1,95%,95%,Mean,SE,EMM1,95%,95%,Difference,95%,95%
3,,,Mean,SE,EMM1,CI,CI+,Mean,SE,EMM1,CI,CI+,Difference,CI,CI+
4,VFA (cm2),Bas eline2,99.3,3.7,,,,99.6,4.0,,,-,0.4,10.4,11.2
5,,4 weeks3,98.3,3.8,98.5,95.4,101.5,95.9,3.8,95.8,92.7,98.8,2.7,7.0,1.7
6,,8 weeks 3,98.1,3.7,98.2,95.2,101.3,94.0,3.9,93.8,90.7,96.9,4.4,8.8,0.1
7,,12 weeks 3,98.5,4.0,98.6,95.6,101.7,93.2,4.0,93.0,89.9,96.1,5.6,10.0,1.3
8,VFA (cm2),4 weeks3,1.0,1.6,1.0,4.1,2.1,3.7,1.8,3.7,6.8,0.6,2.7,7.0,1.7
9,,8 weeks 3,1.2,1.4,1.2,4.3,1.8,5.7,1.6,5.7,8.8,2.6,4.4,8.8,0.1
10,,12 weeks3,0.8,1.4,0.8,3.9,2.2,6.5,1.8,6.4,9.5,3.4,5.6,10.0,1.3
