,0,1,2,3,4,5,6,7
0,,Live weight,Growth rate,Carcass weight,Rib eye area,Rib thickness,Subcutaneous fat,BMS
1,Live weight,,0.973**,0.953**,0.499*,0.508*,0.319,0.380
2,Growth rate,,,0.914**,0.535*,0.524*,0.258,0.348
3,Carcass weight,,,,0.499*,0.617**,0.408,0.474*
4,Rib fat,Negative,Positive,,,0.610**,0.526*,0.393
5,Subcutaneous fat,Correlation,Correlation,,,,,0.272
6,Blood metabolites and hormones,,,,,,,
7,Total protein,0.232,0.211,0.346,0.031,0.352,0.128,0.463*
8,Albumin,-0.349,0.339,-0.437*,-0.241,0.352,-0.205,0.478*
9,BUN,0.361,0.429,0.310,0.326,0.274,0.096,0.119
10,Total cholesterol,0.201,0.234,0.284,0.030,0.053,-0.146,0.120
11,Triglyceride,0.182,0.190,0.168,0.050,0.04,-0.130,0.164
12,NEFA,-0.085,-0.144,-0.105,0.091,0.222,-0.085,0.184
13,Glucose,0.178,0.123,0.243,-0.310,0.153,0.639**,0.186
14,ALP,-0.414,0.437*,0.380,-0.127,0.297,0.235,0.152
15,ALT,0.040,0.068,0.017,0.101,0.08,0.235,-0.085
16,-GTP,0.141,0.215,0.119,0.217,-0.268,0.173,-0.087
17,BHBA,0.377,0.363,0.344,0.452*,0.409,0.130,0.467*
18,Insulin,0.582**,0.573**,0.656**,0.416,0.498*,0.273,0.539*
19,IGF-I,0.152,0.213,0.037,0.041,0.07,0.299,0.466*
20,Cortisol,0.128,-0.139,0.042,0.210,0.002,0.157,0.068
21,Blood amino acids,,,,,,,
22,Taurine,0.368,0.395,0.387,0.220,0.076,0.069,0.096
23,Urea,0.402,0.467*,0.345,0.319,0.255,0.091,0.154
24,Aspartic acid,0.010,0.044,0.027,0.004,0.150,0.031,0.248
25,Threonine,0.043,0.065,0.089,0.233,0.070,0.018,0.112
26,Serine,0.336,0.360,0.166,0.375,-0.209,0.065,-0.101
27,Glutamic acid,0.205,0.135,0.334,0.063,0.112,-0.275,-0.219
28,Glutamine,0.160,0.210,0.116,0.080,0.150,-0.177,-0.188
29,-Amino adipic acid,0.013,0.005,0.028,0.447*,0.614**,0.219,-0.212
30,Glycine,-0.191,0.208,0.251,0.142,0.567**,-0.413,-0.212
31,Alanine,0.173,0.139,0.206,0.113,0.015,-0.357,0.088
32,Citrulline,0.239,0.170,0.185,0.187,0.287,-0.102,0.351
33,-Aminobutyric acid,0.306,0.410,0.256,0.183,0.077,-0.163,0.086
34,Valine,0.021,0.067,0.126,0.164,0.018,0.118,0.110
35,Methionine,0.047,-0.055,0.021,0.119,0.081,0.023,0.064
36,Cysteine,0.090,0.054,0.238,-0.079,0.228,0.233,-0.502*
37,Isoleucine,0.071,0.020,0.185,0.067,0.125,0.169,0.294
38,Leucine,0.093,0.059,0.238,0.072,0.082,0.093,0.238
39,Tyrosine,0.011,0.026,0.125,0.198,0.117,0.231,0.330
40,Phenylalanine,0.253,0.206,0.294,0.229,0.124,0.009,0.097
41,NH,0.147,0.141,0.171,0.027,0.049,0.425,-0.125
42,Ornithine,0.184,0.215,0.084,0.202,-0.147,0.021,0.066
43,1-methylhistidine,-0.006,0.062,-0.126,0.243,-0.239,0.252,-0.051
44,Histidine,0.239,0.310,-0.117,0.134,-0.306,0.396,-0.077
45,3-methylhistidine,0.038,0.105,0.065,0.424,0.178,0.234,0.064
46,Lysine,0.109,0.058,0.226,0.102,0.069,0.109,0.140
47,Tryptophan,0.087,0.019,0.220,0.236,0.079,0.304,0.009
48,Arginine,0.371,-0.340,0.346,0.372,-0.416,-0.178,-0.188
49,Hydroxyproline,0.053,0.004,-0.232,-0.192,-0.468*,-0.285,=0.131
50,Proline,0.117,-0.121,-0.106,-0.017,0.132,0.195,-0.550**
51,Rumen fractions,,,,,,,
52,pH,0.026,0.059,0.035,0.191,-0.068,-0.285,0.074
53,NH3,0.074,0.127,0.050,0.077,0.051,0.013,-0.070
54,C2(Acetic)%,0.012,0.070,0.135,0.040,-0.124,-0.300,-0.190
55,C3(Propionic)%,0.136,0.107,0.049,0.121,0.073,0.229,-0.034
56,C4(Butyric)%,0.213,0.234,0.135,0.116,0.090,0.048,0.271
57,C5(Other)%,0.159,0.104,0.302,0.025,0.288,0.028,0.080
