,0,1,2,3,4,5,6,7,8,9,10,11
0,"BMI,",Age,,,Male,,,,,Female,,
1,kg/m2,Age,20,25,,30,40,20,25,,30,40
2,,,,,,Circumferences,Circumferences,,,,,
3,"Rt Bicep,",>40 yrs,0.298,0.335,,0.370,0.425,0.269,0.309,,0.342,0.427
4,m,40 yrs,0.287,0.319,,0.355,0.425,0.267,0.302,,0.337,0.446
5,Lt,>40 yrs,0.309,0.345,,0.378,0.439,0.277,0.316,,0.351,0.421
6,"Bicep,m",40 yrs,0.296,0.325,,0.359,0.426,0.276,0.311,,0.347,0.425
7,"Chest, m",>40 yrs,0.882,0.983,,1.059,1.203,0.870,0.959,,1.038,1.178
8,"Chest, m",40 yrs,0.921,1.005,,1.083,1.246,0.885,0.970,,1.053,1.163
9,"Waist, m",>40 yrs,0.742,0.885,,1.008,1.213,0.756,0.864,,0.968,1.217
10,"Waist, m",<40 yrs,0.823,0.963,,1.073,1.270,0.788,0.899,,1.015,1.269
11,"Hip,m",>40 yrs,0.922,1.006,,1.079,1.212,0.956,1.037,,1.106,1.285
12,"Hip,m",40 yrs,0.919,0.997,,1.078,1.224,0.935,1.019,,1.119,1.279
13,"Rt Thigh,",>40 yrs,0.508,0.579,,0.631,0.698,0.500,0.569,,0.622,0.724
14,m,40 yrs,0.489,0.538,,0.590,0.673,0.491,0.539,,0.602,0.694
15,"Lt Thigh,",>40 yrs,0.512,0.580,,0.629,0.701,0.500,0.571,,0.619,0.716
16,m,40 yrs,0.491,0.537,,0.588,0.674,0.492,0.539,,0.601,0.689
17,,,,,,Surface Areas,Surface Areas,,,,,
18,"Head, m2",>40 yrs,0.182,0.198,,0.208,0.219,0.170,0.179,,0.183,0.199
19,"Head, m2",40 yrs,0.182,0.190,,0.202,0.223,0.170,0.176,,0.184,0.198
20,"Rt Arm,",>40 yrs,0.172,0.196,,0.208,0.219,0.149,0.165,,0.171,0.199
21,m2,40 yrs,0.177,0.188,,0.202,0.224,0.145,0.153,,0.167,0.204
22,"Lt Arm,",>40 yrs,0.178,0.200,,0.211,0.219,0.151,0.168,,0.173,0.198
23,m2,40 yrs,0.179,0.190,,0.201,0.223,0.148,0.155,,0.169,0.198
24,"Trunk, m2",>40 yrs,0.479,0.554,,0.624,0.736,0.460,0.523,,0.550,0.694
25,"Trunk, m2",40rsy,0.511,0.562,,0.643,0.807,0.454,0.502,,0.550,0.726
26,"Legs, m2",>40 yrs,0.686,0.801,,0.833,0.815,0.652,0.732,,0.772,0.845
27,"Legs, m2",40 yrs,0.701,0.762,,0.785,0.812,0.637,0.675,,0.748,0.791
28,"Total, m2",>40rsy,1.680,1.928,,2.062,2.182,1.566,1.748,,1.829,2.109
29,"Total, m2",<40 yrs,1.731,1.874,,2.011,2.262,1.538,1.644,,1.797,2.090
