,0,1,2,3,4,5,6
0,Formula,Saturation (C:D form),Fatty Acid Groups,,,% Peak Area\Abundance,
1,,,,Control,0.5 mg,1 mg,2mg
2,C13H26O2,C12:0,SAFA,0.23,0.15,0.1,0.29
3,C15H30O2,C14:0,SAFA,1.99,1.8,1.7,1.98
4,C16H32O2,C15:I,SAFA,1.32,0.44,0.39,1.42
5,C16H32O2,C15:0,SAFA,0.69,0.74,0.4,0.42
6,C17H34O2,C16:0,SAFA,19.97,18.37,18.21,19.99
7,C17H3202,C 16:1n7,MUFA,6.34,4.85,4.73,6.6
8,C18H36O2,C17:0,SAFA,0.81,0.9,0.78,0.87
9,C19H38O2,C18:0,SAFA,6.74,6.61,5.45,6.99
10,C19H36O2,C 18:1 cis(n9),MUFA,20.31,22.46,23.87,23.38
11,C19H36O2,C18:1transn9,MUFA,3.75,3.45,3.19,3.22
12,C19H34O2,C 18:2(n6),PUFA,27.57,25.17,24.71,26.49
13,C19H3202,C 18: 3 (n3),PUFA,3.44,3.55,3.65,2.33
14,C21H40O2,C20:1n9,MUFA,0.55,0.68,0.86,0.84
15,C21H36O2,C 20: 3 (n6),PUFA,1.13,1.11,1.09,1.27
16,C21H34O2,C 20: 4 (n6),PUFA,1.71,1.63,1.06,1.99
17,C22H36O2,C20: 4 (n3),PUFA,0.25,0,0.33,0.33
18,C21H3202,C 20:5n3,PUFA,0.28,0.29,0.29,0.21
19,C23H38O2,C 22:4 (n6),PUFA,0.52,0.52,0.26,0.59
20,C23H36O2,C22:5n6,PUFA,0.65,0.64,0.3,0.88
21,C23H36O2,C 22: 5(n3),PUFA,0.2,1.16,1.21,1.01
22,C23H3402,C 22: 6 (n3),PUFA,2.98,3.35,3.57,0.97
23,Unidentified,,,1.03,1.16,0.94,1.02
24,ESAFA,,,31.75,29.01,26.03,31.96
25,EMUFA,,,31.95,31.44,32.65,34.04
26, PUFA,,,34.73,35.42,38.47,32.07
27,n-6,,,31.58,29.07,26.42,31.22
28,n-3,,,7.15,7.35,9.85,4.85
