,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,Mouse lines,,Discovery,Expression control,Serum GH,Serum IGF1,Size/,Size/,Body com-,Insulin,Reproduc-,Cancer,Lifespan,Original
1,,,(year/lab/,,,,weight,weight,position,sensitivity,tive capac-,inci-,,references
2,,,first),,,,,,,,ity,dence,,
3,Muscle,Skeletal Muscle 1995,Skeletal Muscle 1995,avian skeletal,n/a,-,,, superficialn/a, superficialn/a,n/a,n/a,n/a,[279]
4,,IGF1,Schwartz,-actin driving,n/a,,,,muscle,,,,,[279]
5,,,(Coleman),human IGFI,,,,,muscle,,,,,
6,,,,,,,,,mass,,,,,
7,,MKR,2001,MCK +dominant-,n/a,n/a, weight, weight,n/a,,n/a,n/a,n/a,[280]
8,,,LeRoith,negative IGF1R,,,,,,,,,,
9,,,(Fernan-,,,,,,,,,,,
10,,MIGIRKO,2015 Kahn,ACTA1/Cre,n/a,n/a,,, muscle,-,n/a,n/a,+,[281]
11,,,(O'Neil),,,n/a,,,,,,,,
12,,M-IGF1R KO,2016 Kahn,ACTA1/Cre,n/a,n/a,-,,-,n/a,n/a,n/a,+,"[281,282]"
13,,,(O'Neil),,,,,,,,,,,
14,Cardiac,IGF1,1996,-MHC+human,n/a,1,"- at birth,","- at birth,",,n/a,using,n/a,-,[283]
15,,,Anversa,IGF1,,,,210; ,,,both Tg,,,
16,,,(Reiss),,,,,210; ,,,mice as,,,
17,,,,,,,,organ,,,breeders,,,
18,,,,,,,,weights,,,,,,
19,,Cardiomyocyte,2007,-MHC+rat,n/a,n/a,n/a,n/a,n/a,n/a,Hets as,n/a,n/a,[284]
20,,IGF-1,Rosenthal,mIGF1,,,,,,,breeders,,,
21,,,(Santini),,,,,,,,,,,
22,,CIGFIRKO,2008 Abel,Myosin 6/Cre,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,[285]
23,,,(Kim),,,,,,,,,,,
24,,iCMIGF-IRKO,2012,4-OHTX inducible n/a,4-OHTX inducible n/a,1, size in, size in,n/a,-,n/a,n/a,n/a,[286]
25,,,Godecke,Myosin 6/Cre at,,,,newborns,,,,,,
26,,,(Moellen-,3&11 mo,,,,,,,,,,
27,,,dorf),,,,,,,,,,,
28,Endothelial,hIGFREO, 2012 Kear-,TIE2+hIGF1R,n/a,n/a,-,,n/a,-,n/a,n/a,n/a,[287]
29,,,ney(Imrie,,,,,,,,,,,
30,,ECIGF-1RKO,2011,"TIE2/Cre, male",n/a,n/a,n/a,n/a,n/a,-,n/a,n/a,n/a,[288]
31,,,Kearney,3-5 mo,,n/a,,,,,,,,
32,,,(Abbas),,,,,,,,,,,
33,,Endothelial,2015 Cheng,"VE-Cadherin/Cre,",n/a,n/a,-,,n/a,n/a,,n/a,n/a,[289]
34,,IGF-1RKO,(Liang),male 3-4 mo,,,,,,,,,,
35,Myeloid,MIKO,2016 Dixit,LysM/Cre,n/a,n/a,n/a,n/a,fat, on HFD,n/a,n/a, pro-,[290]
36,(Mac-,,(Spadaro),,,,,,,,,,longevity,
37,rophage),,,,,,,,,,,,effects,
38,,M-IGF1RKO,2016 Dela,LysM/Cre x,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,[292]
39,,,fontaine,IGF1R/APOE-/-,,,,,,,,,,
40,,,(Higashi),FLOX,,,,,,,,,,
