,0,1,2,3,4,5,6,7,8
0,Variables,N,Q1,Q2,Q3,Q4,Q5,p-Trend,p-Interaction
1,Sex,,,,,,,,
2,Male,7333,1.00 (Ref),"1.18 (0.82, 1.70)","0.92 (0.57, 1.50)","1.21 (0.65, 2.23)","1.03 (0.48, 2.19)",0.99,0.22
3,Female,7378,1.00 (Ref),"0.81 (0.59, 1.11)","0.99 (0.66, 1.49)","0.75 (0.44, 1.27)","0.86 (0.45, 1.65)",0.87,0.22
4,"BMI,kg/m2",,,,,,,,
5,<24.0,9403,1.00 (Ref),"1.02 (0.72, 1.45)","0.85 (0.52, 1.39)","0.88 (0.46, 1.66)","0.87 (0.39, 1.90)",0.91,0.18
6,24.0,5308,1.00 (Ref),"0.89 (0.65, 1.23)","1.01 (0.67, 1.51)","1.07 (0.64, 1.79)","1.03 (0.55, 1.93)",0.78,0.18
7,Region,,,,,,,,
8,North,6211,1.00 (Ref),"0.83 (0.58, 1.17)","0.77 (0.50, 1.18)","0.61 (0.36, 1.06)","0.57 (0.29, 1.13)",0.37,0.24
9,South,8589,1.00 (Ref),"1.00 (0.72, 1.40)","1.02 (0.63, 1.64)","1.31 (0.70, 2.43)","1.21 (0.57, 2.59)",0.78,0.24
10,Hypertension,,,,,,,,
11,No,"11,610",1.00 (Ref),"0.98 (0.72, 1.32)","0.91 (0.61, 1.38)","0.89 (0.52, 1.52)","0.70 (0.36, 1.37)",0.18,0.72
12,Yes,3101,1.00 (Ref),"0.81 (0.54, 1.19)","0.81 (0.49, 1.32)","0.83 (0.45, 1.52)","1.03 (0.50, 2.13)",0.19,0.72
