,0,1,2,3,4,5,6,7,8,9,10,11
0,Variables,Variables,,,n-6FAg2,,,,n-6 FA % of energy3,n-6 FA % of energy3,,
1,,,2007-2009,2010-2012,2013-2015,2016-2017,Ptrend,2007-2009,2010-2012,2013-2015,2016-2017,Ptrend
2,Total,Total,7.3  0.1,7.1  0.1,7.5  0.1,7.7  0.1,0.0012,3.8  0.1,3.8  0.1,4.1  0.1,4.1  0.1,<0.0001
3,Sex,,,,,,,,,,,
4,,Male,7.7  0.1,7.6  0.2,8.1  0.2,8.4  0.2,0.0001,3.80.1,3.8  0.1,4.1  0.1,4.2  0.1,0.0001
5,,Female,6.90.1,6.5 0.2,6.8 0.2,6.9  0.2,0.6336,3.8  0.1,3.70.1,4.0  0.1,4.0 0.1,0.0091
6,Age (yrs),Age (yrs),,,,,,,,,,
7,,3-5,5.7  0.1,5.6  0.1,6.0  0.1,6.1  0.2,0.0171,3.6  0.1,3.6  0.1,4.0  0.1,3.9  0.1,0.0003
8,,6-8,7.5  0.1,7.0  0.2,7.6  0.2,8.1  0.2,0.0018,3.90.1,3.7 0.1,4.1  0.1,4.2  0.1,0.0002
9,,9-11,8.7  0.2,8.5  0.2,8.8  0.2,8.9  0.2,0.2274,4.0  0.1,3.9  0.1,4.2  0.1,4.2  0.1,0.0092
10,Living area,Living area,,,,,,,,,,
11,,Urban,7.5  0.1,7.2  0.1,7.60.1,7.8  0.1,0.0124,3.9  0.1,3.80.1,4.1 0.1,4.10.1,0.0001
12,,Rural,6.9  0.2,6.60.2,7.4  0.3,7.5  0.3,0.0157,3.7 0.1,3.60.1,4.10.1,4.2  0.2,0.0003
13,Household income,Household income,,,,,,,,,,
14,,Lowest,6.8  0.3,6.7  0.3,7.0  0.3,8.2  0.5,0.0206,3.7  0.2,3.6  0.2,3.9  0.1,4.4  0.3,0.0038
15,,Medium-low,7.4  0.2,7.0  0.2,7.3  0.2,7.6  0.2,0.3673,3.9  0.1,3.8  0.1,4.1  0.1,4.1  0.1,0.0234
16,,Medium-high,7.1  0.2,7.2  0.2,7.6  0.2,7.7  0.2,0.0045,3.8  0.1,3.8  0.1,4.1  0.1,4.1  0.1,0.0002
17,,Highest,7.6  0.2,7.1  0.2,7.7  0.2,7.7  0.2,0.3387,3.9  0.1,3.8  0.1,4.1  0.1,4.1  0.1,0.0650
