,0,1,2,3,4,5,6,7
0,Demographic,ALL,Q11,Q22,Q33,Q44,Q55,
1,characteristic,% (SE),%(SE),% (SE),% (SE),% (SE),% (SE),p6
2,Gender,,,,,,,
3,Male,49 (0.8),43 (1.7),48 (1.8),51(1.9),51(1.8),52(1.7),0.002
4,Female?,51 (0.8),57(1.7),52 (1.8),49 (1.9),49 (1.8),48 (1.7),
5,Age,,,,,,,
6,20-39,35 (0.8),34 (1.7),32 (1.6),35 (1.7),35 (1.7),39 (1.6),0.004
7,40-59,36 (0.8),34 (1.7),37 (1.8),36(1.9),35(1.8),37(1.8),
8,60+,29 (0.7),32 (1.5),31 (1.6),29 (1.6),30 (1.7),24 (1.4),
9,Race/ethnicity,,,,,,,
10,Non-Hispanic white,64 (0.7),61(1.5),63 (1.5),66 (1.5),67 (1.5),61(1.5),<.000
11,Non-Hispanic black,11 (0.3),10 (0.6),11 (0.7),11 (0.7),11 (0.7),14 (0.8),
12,Hispanic,15 (0.4),16 (0.9),16 (1.0),15 (1.0),15 (0.9),15 (0.9),
13,Non-Hispanic Asian,6 (0.2),10 (0.6),6 (0.5),5 (0.5),4 (0.4),5(0.4),
14,Other8,4 (0.3),5 (0.8),4 (0.8),4 (0.6),4 (0.6),5 (0.7),
15,Income level,,,,,,,
16,130%PIR,18 (0.5),19 (1.3),17(1.1),151.1,18 (1.2),22 (1.2),0.01
17,>130 to<350%PIR,27 (0.7),25 (1.4),29 (1.6),26 (1.5),27 (1.5),27 (1.4),
18,>350%PIR,46 (0.8),46(1.8),44 (1.8,48 (1.9),46 (1.9),45 (1.8),
19,Weight status10,,,,,,,
20,Normal,27 (0.7),31 (1.6),28 (1.6),25 (1.7),26 (1.7),24 (1.4),0.01
21,Overweight,32 (0.8),33 (1.7),32 (1.7),33 (1.8),30 (1.7),31(1.6),
22,Obese,41 (0.8,36 (1.6),41 (1.8),42 (1.9),45 (1.8),44 (1.7),
23,Physical Activity11,,,,,,,
24,Low,34 (0.8),34 (1.6),33 (1.6),32 (1.7),33(1.7),34(1.6),0.14
25,Moderate,8 (0.4),9 (0.9),10 (1.0),14 (1.4),13 (1.3),10(1.1),
26,High,57 (0.8,57 (1.7),57 (1.8),55 (1.9),54(1.9),56 (1.7),
27,Smoking,,,,,,,
28,Never,55(1.4),60(1.7),56 (1.9),59 (1.8),56(1.9),54(1.7),0.07
29,Former,25 (0.3),27 (1.6),25 (1.5),25 (1.7),25 (1.7),26 (1.6),
30,Current,20 (1.1),15(1.1),19 (1.4),16 (1.2),19 (1.4),20 (1.4),
31,Dietary supplement use,,,,,,,
32,Yes,58 (0.8),60 (1.7),59 (1.7),59 (1.8),57 (1.8),53 (1.7),0.05
33,No,43 (0.8),40 (1.7),41 (1.7,41 (1.8),43 (1.8),47 (1.7),
