,0,1,2,3,4,5,6
0,,,,,,positive and,
1,,,,,,negative diet,
2,,,,,,impacts,
3,Helldan et al.,2012,Quantitativel,Finland,Older,Retirement,High
4,,,Longitudinal,,adults,associated,
5,,,,,"n=2,285",with,
6,,,,,,healthier diet,
7,,,,,,change for,
8,,,,,,women only,
9,Hunter&,2009,Quantitative/Cross-,Australia,Shoppers,Retirement,Medium
10,Worsley,,sectional,,n=352),associated,
11,,,,,,with,
12,,,,,,anticipated,
13,,,,,,reductions in,
14,,,,,,food,
15,,,,,,expenditure,
16,McBey et al.,2019,QualitativelCross-,UK,Adults,Retirement,Medium
17,,,sectional,,(n=60),associated,
18,,,,,,with,
19,,,,,,willingness,
20,,,,,,to shift to,
21,,,,,,more,
22,,,,,,sustainable,
23,,,,,,dietary,
24,,,,,,patterns,
25,Miniaci et al.,2010,Quantitativel,Italy,Adults,Retirement,High
26,,,Longitudinal,,(n=not,associated,
27,,,,,stated),with,
28,,,,,,decreased,
29,,,,,,food,
30,,,,,,expenditure,
31,,,,,,and shift to,
32,,,,,,home,
33,,,,,,preparation,
34,Plessz et al.,2015Quantitativel,2015Quantitativel,France,Older,Retirement,High
35,,,Longitudinal,,employees,associated,
36,,,,,of a gas,with,
37,,,,,company,increased,
38,,,,,"n=15,681)",daily,
39,,,,,,vegetable,
40,,,,,,consumption,
41,Smeaton et,2017,QualitativelCross-,UK,Retirees,Retirement,Medium
42,al.,,sectional,,n=55,associated,
43,,,,,,with both,
44,,,,,,opportunities,
45,,,,,,for healthy,
46,,,,,,changes and,
