,0,1,2,3,4,5,6,7,8,9,10,11
0,,2010,2011,2012,2013,2014,2015,2016,2017,2018b,2019c,2020
1,Economies in transition,7.1,9.6,6.1,6.4,7.8,15.6,7.8,5.1,4.0,4.9,4.3
2,South-Eastern Europe,4.1,7.3,4.9,4.4,1.0,0.8,0.5,2.3,2.0,2.3,2.3
3,Albania,3.6,3.5,2.0,1.9,1.6,1.9,1.3,2.0,2.3,2.4,2.3
4,Bosnia and Herzegovina,2.1,3.7,2.1,-0.1,-0.9,-1.0,-1.1,1.2,1.5,1.8,1.8
5,Montenegro,0.7,3.5,4.1,2.2,-0.7,1.5,-0.3,2.4,3.0,2.5,2.5
6,Serbia,6.1,11.1,7.3,7.7,2.1,1.4,1.1,3.1,2.0,2.5,2.5
7,The former Yugoslav Republic of Macedonia,1.5,3.9,3.3,2.8,-0.3,-0.3,-0.2,1.3,1.5,2.1,2.1
8,Commonwealth of Independent States,,,,,,,,,,,
9,and Georgiad,7.2,9.6,6.1,6.4,8.0,16.1,8.0,5.1,4.0,4.9,4.4
10,Commonwealth of Independent States,6.8,8.5,5.0,6.5,7.5,14.2,7.6,4.3,3.2,4.5,4.0
11,and Georgia-net fuel exporters,,,,,,,,,,,
12,Azerbaijan,5.7,7.9,1.1,2.4,1.4,4.0,12.4,12.9,2.5,3.5,3.0
13,Kazakhstan,7.4,8.5,5.2,5.9,6.8,6.7,14.4,7.4,6.7,6.0,5.4
14,Russian Federation,6.8,8.4,5.1,6.8,7.8,15.5,7.0,3.7,2.9,4.4,4.0
15,Turkmenistan,2.3,12.9,8.3,1.2,0.7,-5.2,-4.8,5.6,6.0,4.8,4.0
16,Commonwealth of Independent States,10.3,18.2,14.2,6.0,12.1,29.8,11.1,11.5,10.1,8.1,7.1
17,and Georgia-netfuelexporters,,,,,,,,,,,
18,Armenia,8.2,7.7,2.6,5.8,3.0,3.7,-1.4,1.0,2.8,3.4,2.9
19,Belarus,7.7,53.2,59.2,18.3,18.1,13.5,11.8,6.0,4.9,4.9,4.5
20,Georgiad,7.1,8.5,-0.9,-0.5,3.1,4.0,2.1,6.0,2.9,3.0,3.0
21,Kyrgyzstan,8.0,16.6,2.8,6.6,7.5,6.5,0.4,3.2,2.4,3.0,3.0
22,Republic of Moldova,7.5,7.7,4.5,4.6,5.1,9.7,6.4,6.6,3.5,3.6,3.5
23,Tajikistan,6.4,12.4,5.8,5.0,6.1,5.7,6.0,8.0,6.0,5.0,5.0
24,Ukrainee,9.4,8.0,0.6,-0.2,12.1,48.7,13.9,14.4,12.2,10.3,8.8
25,Uzbekistanf,19.2,16.5,14.8,14.0,11.9,9.1,8.9,14.4,15.9,9.0,8.0
