,0,1
0,Journal,Number of Publications
1,International Journal on Semantic Web and Information Systems,18
2,Semantic Web,18
3,International Journal of Metadata Semantics and Ontologies,16
4,Journal of Biomedical Informatics,16
5,IEEE Intelligent Systems,15
6,Journal of Biomedical Semantics,15
7,Sensors (Switzerland),13
8,Automation in Construction,12
9,Expert Systems with Applications,12
10,Journal of Universal Computer Science,12
11,Cataloging and Classification Quarterly,9
12,IEEE Internet Computing,9
13,Journal of Information Science,9
14,Journal of Web Semantics,9
15,IEEEAccess,8
16,Journal of Theoretical and Applied Information Technology,8
17,Knowledge Based Systems,8
