,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,,,,Placebo group (n =95),Placebo group (n =95),Placebo group (n =95),,,Intervention group (n = 94),Intervention group (n = 94),Intervention group (n = 94),,Difference between the two groups,Difference between the two groups,Difference between the two groups,Difference between the two groups
1,Parameter (Unit),period,Mean,SE,EMM1,95%,95%,Mean,SE,EMM1,95%,95%,Difference,95%,95%,P value
2,,,Mean,SE,EMM1,CI-,CI+,Mean,SE,EMM1,CI-,CI+,Difference,CI,CI+,P value
3,SFA (cm2),Baseline2,223.9,7.0,,-,-,225.8,7.3,-,-,-,1.9,-18.0,21.9,0.848
4,,4 weeks3,224.1,7.2,225.0,220.9,229.2,225.1,7.3,224.2,220.0,228.3,0.9,6.7,5.0,0.774
5,,8 weeks 3,224.3,7.4,225.3,221.1,229.4,228.1,7.1,227.2,223.0,231.3,1.9,4.0,7.7,0.528
6,,12 weeks 3,225.3,7.4,226.3,222.1,230.4,228.7,7.4,227.7,223.6,231.9,1.4,4.4,7.3,0.628
7,SFA (cm2),4 weeks 3,0.2,2.0,0.2,3.9,4.3,0.7,1.9,0.7,4.8,3.5,0.9,6.7,5.0,0.774
8,,8 weeks3,0.5,2.3,0.5,3.7,4.6,2.3,1.8,2.3,1.8,6.5,1.9,4.0,7.7,0.528
9,,12 weeks 3,1.5,2.3,1.4,2.7,5.6,2.9,2.1,2.9,1.3,7.0,1.4,4.4,7.3,0.628
10,TFA (cm2), Baseline2,323.1,7.8,=,-,-,325.4,8.3,-,-,,2.3,20.2,24.8,0.840
11,,4 weeks 3,322.4,8.1,323.5,318.0,329.0,321.0,8.2,319.9,314.4,325.5,3.5,11.4,4.3,0.374
12,,8 weeks 3,322.4,8.3,323.5,318.0,329.0,322.1,8.1,321.0,315.4,326.5,2.6,10.4,5.3,0.521
13,,12 weeks 3,323.8,8.4,324.9,319.4,330.4,321.9,8.6,320.7,315.2,326.3,4.2,12.0,3.6,0.292
14,TFA (cm2),4 weeks3,0.8,2.8,0.8,6.3,4.7,4.4,2.7,4.3,9.9,1.2,3.5,11.4,4.3,0.374
15,,8 weeks 3,0.7,2.9,0.8,6.3,4.7,3.4,2.7,3.3,8.9,2.2,2.6,10.4,5.3,0.521
16,,12 weeks 3,0.6,2.8,0.6,4.9,6.2,3.6,2.9,3.6,9.1,2.0,4.2,12.0,3.6,0.292
