,0,1,2,3,4,5,6
0,,,,,,dietary,
1,,,,,,aspirations,
2,Cliff et al.,2019,Quantitativel,USA,Household,Grocery budget,High
3,,,Longitudinal,,heads,increase during,
4,,,,,"(n=21,939)",parenthood,
5,,,,,,linked to,
6,,,,,,income,
7,Delaney&,2011,Qualitative/Cross-,Ireland,Adults,Increased,Medium
8,McCarthy,,sectional,,(n=60),sense of,
9,,,,,,responsibility,
10,,,,,,for family,
11,,,,,,nutrition at,
12,,,,,,expense of own,
13,,,,,,diet,
14,Elstgeest&,2012,Quantitativel,Australia,Women,Motherhood,High
15,Dobosn,,Longitudinal,,"(n=6,534)",linked with,
16,,,,,,positive and,
17,,,,,,negative dietary,
18,,,,,,changes,
19,Forbes et,2018,Ouantitative/Cross-,Canada,Pregnant,Parenthood,High
20,al.,,sectional,,women,associated with,
21,,,,,(n=379),changes in,
22,,,,,,dietary,
23,,,,,,management,
24,Garfield &,2010,Qualitativel Cross-,USA,Married/,Fatherhood,High
25,Bartlo,,sectional,,Unmarried,linked to,
26,,,,,couples,positive dietary,
27,,,,,"n=5,000",changes,
28,George et,2005,Quantitative/Cross-,USA,Mothers,Consumption of,High
29,al.,,sectional,,(n=149),"fruit,vegetables",
30,,,,,,and grains,
31,,,,,,declined,
32,,,,,,following,
33,,,,,,childbirth,
34,Hartman&,2013,Quantitativel,SwitzerlandAdults,SwitzerlandAdults,Parenthood,High
35,Siegrist,,Longitudinal,,"n=3,559)",linked with,
36,,,,,,increased,
37,,,,,,vegetable,
38,,,,,,intake for,
39,,,,,,female parents,
40,,,,,,and decreased,
41,,,,,,intake for males,
42,Hjelmar,2011,Qualitative/Cross-,Denmark,Consumers,Increased,Medium
43,,,sectional,,n=16),sense of,
44,,,,,,responsibility,
45,,,,,,for healthy,
46,,,,,,eating,
