,0,1,2,3,4,5,6,7,8
0,,,Vitamin A deficiency,Vitamin A deficiency,,,Zinc,Iron deficiency,Iron deficiency
1,,,Vitamin A deficiency,,,lodine,Deficiency,anaemia(haemoglobi,anaemia(haemoglobi
2,,Children<5years,Children<5years,Pregnant women,Pregnant women,deficiency,(weighted,<110g/L,
3,,,,,,(UIC<100,average of,,
4,,Night,Serum Retinol,Night,Serum Retinol,mol/L),country,Children,Pregnant
5,,blindness,<0.70umol/L,blindness,<0.70mol/L,,means),<5years,women
6,Global,0.9%,33.3%,7.8%,15.3%,28.5%,17.3%,18.1%,19.2%
7,Africa,2.1%,41.6%,9.5%,14.3%,40.0%,23.9%,20.2%,20.3%
8,Americas,,,,,,,,
9,and the,0.6%,15.6%,4.4%,2.0%,13.7%,9.6%,12.7%,15.2%
10,Caribbean,,,,,,,,
11,Asia,0.5%,33.5%,7.8%,18.4%,31.6%,19.4%,19.0%,19.8%
12,Europe,0.7%,14.9%,2.9%,2.2%,44.2%,7.6%,12.1%,16.2%
13,Oceania,0.5%,12.6%,9.2%,1.4%,17.3%,5.7%,15.4%,17.2%
