,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,Study site,"Age,",,UICg/L,,,Tg(g/L),,Iodized salta,Iodized salta,Salt iodine,"Breastfed, %","BMIC,ug/L",Main dietary iodine,References
1,,mo,,,,,,,,,"concentration,",,,sources,
2,,,,,,,,,,,mg/kg,,,,
3,,,Value,,No.,Value,,No.,,,,,,,
4,"Eastern Nepal,",6-24,407 (312-491),407 (312-491),630,"21.7 (20.4-22.9)&,h","21.7 (20.4-22.9)&,h",563,Mandatory 50 89(70-149,Mandatory 50 89(70-149,Mandatory 50 89(70-149,Majority,NA,"Breast milk, salt added",(165)
5,Nepal,,,,,,,,,mg/kg),,,,to complementary,
6,,,,,,,,,,,,,,"foods,fortified",
7,,,,,,,,,,,,,,complementary,
8,,,,,,,,,,,,,,food products,
9,Saharawi,31,458 (275-1026) 289,458 (275-1026) 289,458 (275-1026) 289,"38.4 (10.7-158.0)),k289","38.4 (10.7-158.0)),k289","38.4 (10.7-158.0)),k289",NA,,NA,13,479 (330-702),"Breast milk, drinking",(166)
10,refugee,,,,,,,,,,,,,water,
11,"camps,",,,,,,,,,,,,,,
12,Algeria,,,,,,,,,,,,,,
13,"Kinondoni,",6-24,528 (255-952),528 (255-952),240,52.2 (35.7-77.4)c,52.2 (35.7-77.4)c,236,Mandatory (20- 44 (35-53),Mandatory (20- 44 (35-53),Mandatory (20- 44 (35-53),99,NA,"Breast milk, salt added",(167)
14,Tanzania,,,,,,,,,80 mg/kg),,,,to complementary,
15,,,,,,,,,,,,,,"foods, drinking",
16,,,,,,,,,,,,,,water,
17,"Kibwezi,Kenya",6-24,602 (348-1205) 250,602 (348-1205) 250,602 (348-1205) 250,56.1 (43.4-74.5)c,56.1 (43.4-74.5)c,312,Mandatory (30- 43 (32-54),Mandatory (30- 43 (32-54),Mandatory (30- 43 (32-54),99,240 (173-347),"Breast milk, salt added",(167)
18,,,,,,,,,,50 mg/kg),,,,to complementary,
19,,,,,,,,,,,,,,"foods, drinking",
20,,,,,,,,,,,,,,water,
