,0,1,2,3,4,5,6,7
0,Cancer site,Exposure (mg/day),Measure,Non-consumers,,Lower consumers,Higher consumers2,P-trend
1,All cancers,Total artificial sweeteners,Participants/incident cases,"64,892/2,013",,"18,986/744","18,987/601",
2,,,HR(95% CI-minimally adjusted3,1,1,1.26(1.16 to 1.37),1.19 (1.08 to 1.30),<0.001
3,,,HR (95% CI)-fully adjusted4,1,1,1.14 1.05 to 1.25,1.13 1.03 to 1.25),0.002
4,,Aspartame,Participants/incident cases,"74,169/2,309",,"14,345/572","14,351/477",
5,,,HR(95% CI-minimally adjusted,1,1,1.21 (1.11 to 1.33),1.18 (1.07 to 1.31),<0.001
6,,,HR (95% CI)-fully adjusted,1,1,1.12 (1.02 to 1.23),1.15 (1.03 to 1.28),0.002
7,,Acesulfame-K,Participants/incident cases,"67,662/2,096",,"17,601/766","17,602/496",
8,,,HR(95% CI-minimally adjusted,,1,1.22(1.12 to 1.33,1.19 (1.07 to 1.33),<0.001
9,,,HR(95% CI)-fully adjusted,1,1,1.12(1.03 to 1.22),1.13 (1.01 to 1.26),0.007
10,,Sucralose,Participants/incident cases,"88,867/2,883",,"7,005/288","6,993/187",
11,,,HR (95% CI)minimally adjusted,,1,1.201.06 to 1.35),1.00 (0.86 to 1.17),0.177
12,,,HR(95% CI-fully adjusted,1,1,1.03 (0.91 to 1.17),0.96 (0.82 to 1.12),0.823
13,Breast cancer,Total artificial sweeteners,Participants/incident cases,"49,349/556",,"15,681/229","15,681/194",
14,,,HR (95% CI-minimally adjusted,1,1,1.23 (1.06 to 1.44),1.16 (0.99 to 1.37),0.019
15,,,HR(95% CI-fully adjusted,1,1,1.11 (0.95 to 1.30),1.16 (0.97 to 1.38),0.064
16,,Aspartame,Participants/incident cases,"56,721/647",,"11,999/176","12,000/156",
17,,,HR(95% CI-minimally adjusted,1,1,1.17 (0.99 to 1.39),1.18 (0.98 to 1.42),0.031
18,,,HR(95% CI)-fully adjusted,1,1,1.09 (0.92 to 1.29),1.22(1.01 to 1.48),0.036
19,,Acesulfame-K,Participants/incident cases,"51,712/581",,"14,578/232","14,579/166",
20,,,HR(95% CI-minimally adjusted,,1,1.20 (1.03 to 1.40),1.22 (1.00 to 1.49),0.014
21,,,HR(95% CI-fully adjusted,1,1,1.11 (0.95 to 1.30),1.17 (0.96 to 1.43),0.086
22,,Sucralose,Participants/incident cases,"69,189/826",,"5,772/93","5,750/60",
23,,,HR (95% CI-minimally adjusted,,,1.23 (0.99 to 1.52),0.99 (0.76 to 1.30),0.438
24,,,HR(95% CI-fully adjusted,,,1.04 (0.84 to 1.30),0.93 (0.71 to 1.22),0.786
25,Prostate cancer,Total artificial sweeteners,Participants/incident cases,"15,543/282",,"3,305/63","3,306/58",
26,,,HR (95% CI)-minimally adjusted,,1,1.02 (0.78 to 1.34),1.20 (0.90 to 1.59),0.257
27,,,HR(95% CI)-fully adjusted,1,1,0.92 (0.70 to 1.22),1.26 (0.94 to 1.68),0.274
28,,Aspartame,Participants/incident cases,"17,457/310",,"2,346/49","2,351/44",
29,,,HR(95% CI-minimally adjusted,,,1.04 (0.77 to 1.41),1.19 (0.86 to 1.64),0.324
30,,,HR(95% CI-fully adjusted,,1,0.95 (0.70 to 1.30),1.28 (0.91 to 1.79),0.280
31,,Acesulfame-K,Participants/incident cases,"16,108/288",,"3,023/76","3,023/39",
32,,,HR(95% CI)-minimally adjusted,,1,1.13 (0.87 to 1.48),1.25(0.86 to 1.80),0.184
33,,,HR(95% CI-fully adjusted,1,1,1.06 (0.81 to 1.39),1.18 (0.82 to 1.71),0.365
34,,Sucralose,Participants/incident cases,"19,678/365",,"1,233/25","1,243/13",
35,,,HR (95% CI)-minimally adjusted,,1,1.02 (0.68 to 1.54),0.99 (0.57 to 1.74),0.967
36,,,HR(95% CI-fully adjusted,1,1,0.860.57 to 1.30,1.01 (0.57 to 1.77),0.699
