,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,,,,,,,,,Age<55,Age<55,Age55,BMI<25,BMI<25,BMI25,BMI25
1,,,All,,,,Women,,years,,years,kg/m2,,kg/m2,
2,,,All,,Men (n 191),Men (n 191),(n 210),,(n 175),(n 175),(n 226),(n 198),(n 198),(n 203),(n 203)
3,,n,,%,n,%,n,%,n,%,%,n,%,n,%
4,"Age,years",,,,,,,,,,,,,,
5,Mean,54,,,57,,51,,8,,62,52,,56,
6,SD,11,,,10,,11,,8,,4,11,36,10,59
7,Men,191,,48,191,100,0,,61,35,58,71,36,120,59
8,Mean,25.6,25.6,,26.4,,24.8,,24.9,,26.1,22.7,,28.3,
9,SD,3.7,3.7,,3.3,,3.8,,3.9,,3.4,1.6,,2.9,
10,"Waist circumference, cm",,,,,,,,,,,,,,
11,Mean,91,,,97,,85,,87,,93,82,,99,
12,SD,12,,,10,,10,,12,,11,8,,9,
13,Education*,,,,,,,,,,,,,,
14,Medium,33,,31,63,33,62,6,51,29,11,54,27,71,35
15,Smoking status*,242,,61,108,57,134,64,116,67,56,135,68,107,53
16,Former,184,,43,93,41,110,58,107,67,36,99,55,85,45
17,Former,159,,43,93,51,66,35,40,25,57,71,40,88,46
18,Current,27,,7,14,8,13,7,13,8,7,9,5,18,9
19,Disease history,27,,,,,,,13,,,9,,18,
20,Myocardial infarction,7,,21,6,3,1,0,0,0,7,3,2,4,2
21,Stroke,3,,21,1,1,2,1,1,1,2,,1,2,2
22,Diabetes mellitus,7,,2,6,3,1,0,,0,7,,1,6,38
23,Cancer,28,,6,14,7,8,4,10,3,8,,4,15,38
24,Diet during past month,28,,7,9,5,19,9,10,6,18,11,,17,8
