,0,1,2,3,4,5,6
0,,,,,,stabilised,
1,,,,,,after the,
2,,,,,,first few,
3,,,,,,months,
4,Harker et,201,Quantitative/Cross,German,University,Students,Low
5,al.,0,-sectional,y,students,who,
6,,,,,n=305),continue to,
7,,,,,,live in the,
8,,,,,,family home,
9,,,,,,consume,
10,,,,,,more fruit,
11,,,,,,and,
12,,,,,,vegetables,
13,,,,,,and more,
14,,,,,,food,
15,,,,,,"generally, in",
16,,,,,,contrast to,
17,,,,,,Beasley et,
18,,,,,,al. (2004),
19,Koehn et,201,Qualitativel Cross-UK,Qualitativel Cross-UK,School,Leaving the,Medium
20,al.,6,sectional,,leavers,parental,
21,,,,,(n=16),home,
22,,,,,,associated,
23,,,,,,with,
24,,,,,,increased,
25,,,,,,autonomy,
26,,,,,,and control,
27,,,,,,over food,
28,,,,,,practices,
29,Kwok et,201,Qualitativel Cross-,China,University,Leaving the,High
30,al.,6,sectional,,students,parental,
31,,,,,(n=31),home,
32,,,,,,associated,
33,,,,,,with,
34,,,,,,increased,
35,,,,,,autonomy,
36,,,,,,and control,
37,,,,,,over food,
38,,,,,,practices,
39,McBey et,201,Qualitativel Cross-,UK,Adults,Leaving,Medium
40,al.,9,sectional,,(n=16),school,
41,,,,,,unrelated to,
42,,,,,,openness to,
43,,,,,,reducing,
44,,,,,,meat,
45,,,,,,consumptio,
46,,,,,,n,
